등급,번호,상호명,구분,소재지,회차
1등,7,코리아로또,자동,부산 북구 구포동 587-5번지 누리마트내코너,844
1등,8,CU(알리앙스점),반자동,대구 달서구 감삼동 146-31번지,844
1등,9,대박천하마트,자동,인천 부평구 굴포로 48,844
1등,10,씨네월드매곡점,자동,광주 북구 매곡동 214-56번지,844
1등,11,버스표판매소,수동,경기 고양시 덕양구 화신로 76 가라뫼한전앞 버스정류장,844
1등,12,한아름복권방(매탄점),자동,경기 수원시 영통구 권선로 808,844
1등,13,CU(여주ＩＣ점),수동,경기 여주시 점봉동(여흥동) 437-1,844
1등,14,유방매표소,자동,경기 용인시 처인구 백옥대로 1388,844
1등,15,로또복권방,자동,경기 의왕시 효행로 42,844
1등,16,노다지복권,수동,강원 삼척시 중앙시장길 48-49,844
1등,17,월드마트,자동,충북 청주시 흥덕구 장구봉로129번길 2,844
1등,18,천하제일복권명당연무점,자동,충남 논산시 연무읍 안심리 1126-36번지,844
1등,1,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호,845
1등,2,복권방,자동,부산 사하구 장림번영로 25,845
1등,3,로또복권,자동,대구 북구 연암로22길 1 1층 복권판매점,845
1등,4,CU로또,자동,인천 미추홀구 경인로 438 1층(주안동),845
1등,5,로또복권방,자동,인천 연수구 독배로40번길 7 103호,845
1등,6,새상무복권,자동,광주 서구 치평로 30 수암빌딩 1층 102호,845
1등,7,교통카드충전소,수동,경기 고양시 덕양구 화정로 지하 60 화정역 2번출구,845
1등,8,로또복권슈퍼(국제꽃화원),자동,경기 의정부시 동일로 677 101호,845
1등,9,복권나라,자동,강원 삼척시 도계읍 도계리 393-1번지,845
1등,10,로또명당인주점,자동,충남 아산시 서해로 519-2,845
1등,11,제일복권,수동,경남 양산시 양산역2길 7 103호 복권판매점,845
1등,1,가로가판대,수동,서울 관악구 시흥대로 572,846
1등,2,가로가판대,수동,서울 관악구 시흥대로 572,846
1등,3,가로가판대,수동,서울 관악구 시흥대로 572,846
1등,4,베스토아(용전2호),자동,대전 동구 동서대로 1689 복합터미널서관1층59호,846
1등,5,세븐일레븐 로또판매점,자동,경기 광주시 오포읍 신현리 399-3,846
1등,6,대박로또점,자동,경기 구리시 갈매동 604-2 1층 세븐일레븐,846
1등,7,동탄 반송 복권방,자동,경기 화성시 동탄반송3길 68 103호,846
1등,8,로또명당,수동,충남 천안시 동남구 천안대로 103 5호,846
1등,9,드림로또,자동,전북 전주시 덕진구 소리로 198,846
1등,10,훼미리마트 우아대로점,자동,전북 전주시 덕진구 건산로 276,846
1등,11,제철로또대리점,자동,전남 광양시 광장로 125 시티프라자A동116호,846
1등,12,해피데이24복권,반자동,경북 고령군 다산면 평리리 253-2번지,846
1등,13,행운의집,자동,경북 안동시 북문동 23-7번지,846
1등,1,운수대통가판점,자동,서울 성동구 왕십리로 327,847
1등,2,GS25(서면제일점),자동,부산 부산진구 부전동 220-1,847
1등,3,남경슈퍼,자동,부산 연제구 교대로16번길 52 1층,847
1등,4,포시즌신리점. 은비복권,자동,부산 연제구 연수로 144 포시즌실리점 내,847
1등,5,로또구영편의점,수동,울산 울주군 구영로 100 구영프라자1층111호,847
1등,6,태양정보통신,자동,경기 광주시 고불로 56 상가1층,847
1등,7,에이원,자동,경기 안양시 동안구 관평로319번길 29,847
1등,8,나나 복권판매소,자동,경남 양산시 상북중앙로 319 복권판매점,847
1등,1,한일로또,자동,인천 남동구 경인로 664-1 1층점포101호,848
1등,2,행운슈퍼,자동,대전 대덕구 오정로100번길 37,848
1등,3,천동마트,자동,대전 동구 천동(효동) 119-4,848
1등,4,우리로또복권,수동,경기 연천군 청신로 91,848
1등,5,근대화온천슈퍼,자동,충남 아산시 삼동로 94-1,848
1등,6,현대마트휴게실,자동,전북 군산시 경포천동길 26,848
1등,7,북마산복권전문점,자동,경남 창원시 마산합포구 북성로 98,848
1등,1,가판점,자동,서울 서초구 효령로 283 가판,849
1등,2,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),849
1등,3,버스매표소,자동,인천 부평구 부평대로 3 가판,849
1등,4,하늘과바다,자동,인천 부평구 부개동 67-9번지,849
1등,5,장터슈퍼,수동,대전 동구 대전로 663-2,849
1등,6,대박로또방,자동,경기 광명시 광명동 158-789번지 1층편의점,849
1등,7,GS25(상동서해점),자동,경기 부천시 원미구 상동 546-6번지 서해프라자1067호,849
1등,8,행운복권방,수동,경기 수원시 권선구 구운동 493-16,849
1등,9,로또복권판매점,수동,경기 안산시 상록구 구룡로 14,849
1등,10,부발로또,수동,경기 이천시 무촌로 125-1 1층,849
1등,11,꿈로또복권전문점,수동,강원 강릉시 옥천로 47,849
1등,12,복권방,자동,강원 원주시 관설동(반곡관설동) 1702-1 1층 (CU),849
1등,13,CU고창강호점,수동,전북 고창군 고창읍 덕산리 3-2 1층 103호,849
1등,14,로또편의점,자동,전북 전주시 덕진구 아중로 173,849
1등,15,현아비디오로또,자동,전남 순천시 풍덕주택길 90 현아복권방,849
1등,16,종합복권방,자동,전남 해남군 해남로 34,849
1등,17,범어로또판매점,자동,경남 양산시 목화로 52 좌측 복권판매점,849
1등,1,미나식품(로또판매점),자동,서울 강서구 금낭화로 91-12,850
1등,2,세진전자통신,자동,대구 서구 서대구로 156,850
1등,3,버스표판매소,자동,경기 고양시 덕양구 중앙로557번길 7-23 비금빌딩앞,850
1등,4,마두5번출구가판로또,자동,경기 고양시 일산동구 중앙로 1200,850
1등,5,포유25대호점,자동,경기 오산시 대호로 104,850
1등,6,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25,850
1등,1,소문난복권명당,자동,서울 성북구 돌곶이로 29,851
1등,2,한주복권방,수동,인천 연수구 인권로 9 1층 CU,851
1등,3,안성맞춤,수동,경기 안성시 중앙로 371 81,851
1등,4,행운나라복권방,자동,경기 안양시 만안구 충훈로 95,851
1등,5,황금복권,자동,강원 원주시 단계동 808 삼익상가 105호,851
1등,6,편의점사랑(그린신화점),자동,충북 청주시 청원구 충청대로57번길 2,851
1등,7,세븐일레븐광천중앙로또판매점,자동,충남 홍성군 충절로 985 대박로또판매점,851
1등,8,기찬복권방,자동,전남 영암군 삼호중앙로 203 1층,851
1등,1,엘도라도복권점문점,자동,서울 광진구 용마산로 47,852
1등,2,가판14호,자동,서울 중구 퇴계로 37,852
1등,3,동해복권전문점,수동,강원 동해시 발한로 226-1,852
1등,4,로또복권 하대점,자동,경남 진주시 도동로 188,852
1등,1,버스토큰판매소,자동,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점,853
1등,2,마두역상행선 가판대,자동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽,853
1등,3,LG슈퍼,자동,경기 광명시 연서로 10,853
1등,4,노다지복권방서정지점,반자동,경기 평택시 서정역로 23,853
1등,5,충무로또45국도점,수동,충남 아산시 충무로 647,853
1등,6,제일복권,수동,경남 양산시 양산역2길 7 103호 복권판매점,853
1등,7,행운로또복권방,수동,경남 창원시 진해구 용원로 89,853
1등,1,씨스페이스(범어사역점),자동,부산 금정구 남산동 21-4번지,854
1등,2,교통카드충전소,자동,경기 고양시 덕양구 화정로 지하 60 화정역 2번출구,854
1등,3,행복한사람들 (흥부네),반자동,경기 광주시 경충대로 763,854
1등,4,매탄동슈퍼,수동,경기 수원시 영통구 매봉로49번길 51,854
1등,5,행운을주는로또판매점,수동,경기 안산시 단원구 초지로 90 태영프라자111호,854
1등,6,퓨전로또판매점성동점,자동,경북 경주시 원화로 291,854
1등,1,오로라복권방,자동,서울 광진구 뚝섬로 625 국민은행자양동지점 50m,855
1등,2,가판대,자동,서울 도봉구 마들로 859-19 도봉산역 1번출구앞 가판대,855
1등,3,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1,855
1등,4,복권전문점,자동,인천 부평구 원적로 437,855
1등,5,일등로또,수동,인천 서구 청라커낼로 252 제비동 제1층 107호  CU청라캐슬점,855
1등,6,버스매표소 복권판매소,자동,인천 중구 우현로 69 중앙로지하상가 163호,855
1등,7,대박마트,자동,대전 중구 충무로 124,855
1등,8,천사마트,자동,충남 천안시 서북구 두정로 117 상가1층6호,855
1등,9,알리바이(나주점),수동,전남 나주시 나주로 142 알리바이,855
1등,1,천하명당로또,자동,서울 은평구 증산동 185-25번지 1층,856
1등,2,이마트24 일산덕이점,반자동,경기 고양시 일산서구 미래로 164,856
1등,3,럭키복권방,자동,경기 수원시 영통구 센트럴타운로 15 아이플렉스104호,856
1등,4,꿀단지로또,수동,경기 평택시 여술1길 100 평택스마트빌포레 101-B호,856
1등,5,왕대박복권,자동,전북 전주시 덕진구 가련산로 17,856
1등,1,강일코사할인마트,수동,서울 강동구 고덕로97길 29 105호,857
1등,2,천일슈퍼,반자동,서울 구로구 구로3동 1124-72번지,857
1등,3,꽃제비칼국수,자동,서울 노원구 광운로12길 13,857
1등,4,한양슈퍼복권,수동,서울 성북구 지봉로24길 65,857
1등,5,복권명당,자동,서울 중랑구 면목로 362 1층,857
1등,6,형제상회,자동,대전 서구 계룡로 664-1,857
1등,7,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,857
1등,8,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,857
1등,9,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,857
1등,10,드림복권전문점,수동,경기 평택시 평남로 651,857
1등,11,천하명당복권방,자동,경기 평택시 오성면 죽리 1-6 마키리오스빌딩1층107호,857
1등,12,홍익슈퍼,자동,강원 강릉시 가작로 311 복권판매점,857
1등,13,행운로또,수동,충북 진천군 대하로 151 106호,857
1등,14,CU(정읍인네점),수동,전북 정읍시 시기동 544-21번지,857
1등,15,탑로또,자동,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆),857
1등,1,복권나라,자동,서울 관악구 남부순환로 1739-9,858
1등,2,대만상사,자동,서울 성북구 보국문로11길 30,858
1등,3,종합가로판매점113호패션TV앞,자동,서울 중구 을지로 264,858
1등,4,행운을주는사람들,자동,충북 충주시 연수상가길 42 1층 복권방,858
1등,5,행운을주는사람들,자동,충북 충주시 연수상가길 42 1층 복권방,858
1등,6,이마트24보령골드점,수동,충남 보령시 대천방조제로 20 주2동 1~2호,858
1등,7,역전복권방,자동,충남 예산군 아리랑로 7,858
1등,8,또또복권방,자동,전북 익산시 고봉로32길 3,858
1등,9,노다지복권방,자동,전남 여수시 봉산1로 11-1,858
1등,1,가판 창동역점,자동,서울 도봉구 마들로11길 73 창동역문화마당앞,859
1등,2,토큰판매소,반자동,서울 송파구 바람드리길 62,859
1등,3,잠실매점,자동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,859
1등,4,다인로또,수동,부산 기장군 정관로 830,859
1등,5,슈퍼복권나라,자동,부산 부산진구 범일로142번길 31 1층 복권방,859
1등,6,대원슈퍼마켓,자동,부산 수영구 수영로 524,859
1등,7,마두역상행선 가판대,자동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽,859
1등,8,차부상회,자동,경기 김포시 조강로 50,859
1등,9,대박천국,자동,경기 부천시 수도로 194 108호,859
1등,10,백석상회,자동,경기 양주시 양주산성로 550,859
1등,11,동명슈퍼,자동,강원 속초시 중앙로 205 GS25동명점,859
1등,1,버스카드판매대,자동,서울 관악구 신림로 145-2,860
1등,2,다모아복권,자동,서울 구로구 경인로19길 4,860
1등,3,로또온천장점,반자동,부산 동래구 중앙대로 1520 북쪽출구 빵집,860
1등,4,영재서적해강점,자동,부산 해운대구 해운대로 428 올림픽타운상가101호,860
1등,5,로또명당,수동,대구 북구 동천동 878-4번지,860
1등,6,GS로또(호계수성),자동,울산 북구 호계동(농소1동) 277-2 GS편의점,860
1등,7,한아름 복권판매점,자동,경기 광주시 광동로 50,860
1등,8,복권닷컴,수동,강원 양양군 양양로 62,860
1등,9,봉황로또,수동,전북 임실군 운수로 6,860
1등,10,이마트24구미황상점,자동,경북 구미시 수출대로 555,860
1등,1,서재강변로또,자동,대구 달성군 서재로 172,861
1등,2,로또판매점,자동,충북 청주시 서원구 현도면 선동리 502-5 gs25편의점,861
1등,3,이마트24당진합덕점,수동,충남 당진시 덕평로 561,861
1등,4,로또복권,자동,경북 김천시 신음새동네길 13,861
1등,1,애니콜플라자,자동,서울 구로구 구로중앙로 31,862
1등,2,가판점,자동,서울 중구 퇴계로 123,862
1등,3,남경슈퍼,자동,부산 연제구 교대로16번길 52 1층,862
1등,4,만복래,자동,인천 부평구 주부토로 20-2 1층,862
1등,5,해피+24시편의점,자동,광주 북구 하서로 330,862
1등,6,ALWAYSMART,자동,경기 고양시 일산동구 백마로 501-2,862
1등,7,복권백화점,자동,경기 여주시 세종로 41 1층,862
1등,8,유명복권대박,수동,강원 강릉시 율곡로 2793,862
1등,9,희망복권방,수동,전남 나주시 풍물시장1길 3,862
1등,1,신천대로점,자동,서울 송파구 잠실동 175-12번지 CU편의점내,863
1등,2,드림복권방,자동,인천 중구 인중로 97-1 버스정류장 앞 GS편의점 옆,863
1등,3,대박로또판매점,수동,경기 수원시 장안구 율전동(율천동) 291,863
1등,4,복권전문점,자동,경기 수원시 팔달구 매산로 17,863
1등,5,순살로복권,자동,경기 의왕시 내손중앙로 43 서광상가 14호,863
1등,6,자수정슈퍼,자동,전북 전주시 완산구 용머리로 152,863
1등,7,통영 동피랑점,자동,경남 통영시 태평동 403 1층 CU편의점 내,863
1등,1,미나식품(로또판매점),자동,서울 강서구 금낭화로 91-12,864
1등,2,기장슈퍼,반자동,부산 기장군 차성동로 69,864
1등,3,일등복권편의점,자동,대구 달서구 대명천로 220 1층,864
1등,4,세진전자통신,자동,대구 서구 서대구로 156,864
1등,5,라이프마트,자동,인천 중구 연안부두로53번길 36 5호,864
1등,6,김포로또판매,자동,경기 김포시 율생로 3,864
1등,7,진성식품,반자동,충북 제천시 의병대로 84 1층,864
1등,8,복권나라,자동,충남 계룡시 엄사면 엄사리 184-4,864
1등,9,제일복권방,수동,전북 군산시 미원로 39,864
1등,10,나이스로또복권,수동,전남 여수시 이순신광장로 210,864
1등,11,씨스페이스(석적 남율리점),자동,경북 칠곡군 남율로9길 24,864
1등,1,삼정그린환경,자동,서울 강동구 양재대로 1355 오스카상가136호,865
1등,2,세븐일레븐강서화곡예스점,자동,서울 강서구 화곡로42길 35,865
1등,3,복권마트,수동,서울 서대문구 세검정로 31,865
1등,4,토큰박스7호광장점,자동,대구 달서구 달구벌대로 1714,865
1등,5,백송마트,수동,광주 광산구 월계로 110 104호,865
1등,6,백송마트,수동,광주 광산구 월계로 110 104호,865
1등,7,인스토어편의점,수동,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호,865
1등,8,토큰박스,자동,경기 남양주시 진건오남로 109 동양할인마트 앞 로또판매점,865
1등,9,행운나눔로또방,자동,경기 화성시 향남읍 하길리 1459-5,865
1등,10,로뎀,수동,경기 화성시 주석로 237,865
1등,11,CU(동해발한점),수동,강원 동해시 발한동 39-14번지,865
1등,12,6.2.3복권방,수동,충남 아산시 좌부동(온양6동) 249-2 GS25편의점내,865
1등,13,금성복권방,자동,전남 나주시 대호동(성북동) 236 GS편의점 내,865
1등,1,엘도라도복권점문점,자동,서울 광진구 용마산로 47,866
1등,2,우리마트,반자동,인천 계양구 봉오대로743번길 25 한아름상가101 102호,866
1등,3,로또복권판매소,자동,인천 계양구 임학동(계양2동) 28-1 102호,866
1등,4,금집복권,자동,광주 북구 첨단연신로108번길 134,866
1등,5,잘찍어로또방,수동,경기 평택시 안현로서5길 64,866
1등,6,복권가판,수동,강원 춘천시 조양동(조운동) 6-227 1층 이마트 24,866
1등,7,선경로또,수동,충북 제천시 용두대로 59 1층,866
1등,8,복돼지복권방,반자동,"경북 경산시 청운2로 43-1 102호(임당동, 옥스포드)",866
1등,9,대박상사,자동,경남 창원시 진해구 충장로 88 알통 닭강정,866
1등,1,노다지복권방,자동,인천 미추홀구 한나루로 400 외7필지125호,867
1등,2,천국열쇠,수동,광주 북구 북문대로 157,867
1등,3,천하명당,자동,경기 시흥시 신천3길 26-1 1층1호,867
1등,4,로또스튜디오,자동,충북 청주시 청원구 사뜸로 48-1 1층,867
1등,5,홈짱,자동,충북 청주시 흥덕구 가경동 1671번지 휴대폰매장내,867
1등,1,노다지복권방,자동,서울 양천구 월정로 137,868
1등,2,행운복권방,수동,서울 은평구 응암동 598-18번지 1층 3호,868
1등,3,묵동식품,수동,서울 중랑구 동일로 919,868
1등,4,라이프마트,수동,인천 중구 연안부두로53번길 36 5호,868
1등,5,운수대통,자동,경기 수원시 권선구 호매실동 87-2,868
1등,6,동남슈퍼,자동,전북 부안군 번영로 173,868
1등,1,오케이상사,자동,서울 서초구 신반포로 176 센트럴시티내100호매점,869
1등,2,경기상회,수동,인천 남동구 장승남로 42 104호,869
1등,3,행운복권방,자동,광주 광산구 금봉로 95 1층,869
1등,4,아스타,자동,광주 서구 상무대로 917,869
1등,5,GS25울산동구남목점,자동,울산 동구 동해안로 27,869
1등,6,로또복권방,자동,경기 가평군 가평읍 읍내리 448-3 1층,869
1등,7,분당고속터미널,수동,경기 성남시 분당구 성남대로925번길 16 테마폴리스1층,869
1등,8,행복충전소,자동,경기 평택시 탄현로 332-2,869
1등,9,황금알복권방,자동,충북 진천군 장기길 102,869
1등,10,대박로또방,자동,전북 장수군 장천로 170,869
1등,1,종합가판점,자동,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽,870
1등,2,복권방,수동,부산 부산진구 당감서로 84 202호,870
1등,3,알리바이,수동,광주 광산구 수등로 253 1층 알리바이,870
1등,4,로또플러스24,자동,광주 광산구 장신로 143 109호 로또플러스24,870
1등,5,힐링로또,자동,대전 대덕구 송촌남로47번길 2,870
1등,6,왕대박,수동,경기 평택시 안정순환로172번길 29,870
1등,7,로또명당해미점,자동,충남 서산시 남문2로 108,870
1등,8,우리로또복권방,자동,전남 여수시 무선중앙로 71,870
1등,9,로또야놀자,수동,경북 경주시 양정로 211,870
1등,10,목화휴게소,자동,경남 사천시 사천대로 912,870
1등,1,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,871
1등,2,동행복권방,자동,경기 의정부시 평화로 477,871
1등,3,흥양마중물,자동,강원 원주시 치악로 2335 1층,871
1등,4,보은로또판매점,수동,충북 보은군 보청대로 1892 식자재마트 앞 가판,871
1등,5,대박행운복권방,자동,충남 아산시 온천대로 104,871
1등,6,탑로또,자동,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆),871
1등,7,GS25(양산혜인점),자동,경남 양산시 평산동 31-5번지,871
1등,1,스타복권방(스타문구),자동,서울 서대문구 냉천동 194번지,872
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),872
1등,3,가판대20호,자동,서울 송파구 송파대로 365 석촌농협앞가판대20호,872
1등,4,나미로또,반자동,인천 미추홀구 주안동(주안8동) 1518,872
1등,5,대일슈퍼,자동,대전 서구 월평중로24번길 48,872
1등,6,한일로또나라,자동,경기 수원시 장안구 경수대로 930 북수원홈플러스內,872
1등,7,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,872
1등,8,GS25(안산경일점),수동,경기 안산시 상록구 성포동 591-4,872
1등,9,행운복권방,자동,경기 안성시 서동대로 7184 103호,872
1등,10,진성복권방,수동,경기 포천시 가산로 380,872
1등,11,세븐일레븐삼척삼원점,자동,강원 삼척시 중앙로 185 세븐일레븐삼척삼원점,872
1등,12,또또복권방,자동,전북 익산시 고봉로32길 3,872
1등,13,복조리복권방,자동,전북 장수군 장계천변길 55-4,872
1등,14,용미사진관(로또),자동,전남 순천시 팔마로 113-1 용미사진관,872
1등,15,여수동서상사,자동,전남 여수시 신월로 709 대영마트내,872
1등,16,GS25거제중곡점(로또),수동,경남 거제시 고현동 1007-1 GS편의점 내,872
1등,1,CU(수유대로점),자동,서울 강북구 수유동 724-3번지 두울빌딩,873
1등,2,CU(포레스트힐점),자동,서울 종로구 효제동(종로5.6가동) 65-2 1층 101호 씨유포레스트힐점,873
1등,3,세진전자통신,수동,대구 서구 서대구로 156,873
1등,4,지산로또방,자동,광주 동구 지호로 25-2,873
1등,5,나눔로또,수동,세종  장군면 도계리 154-1 CU편의점,873
1등,6,노다지복권,수동,강원 횡성군 문정로 52,873
1등,7,쿡쿡로또명당,자동,충북 옥천군 금장로 65 세븐일레븐편의점,873
1등,8,CU(거제해금강),수동,경남 거제시 고현동 997-5번지,873
1등,9,e마트24(진양호점),자동,경남 진주시 남강로 58 1층,873
1등,10,완월로또,수동,경남 창원시 마산합포구 고운로 175 세븐일레븐 내,873
1등,1,복권방,자동,서울 구로구 구로동 409-80번지 1층,874
1등,2,우리은행금호동지점앞가판,자동,서울 성동구 장터길 46,874
1등,3,쎄븐타임,자동,서울 용산구 백범로47길 6 1층 102호 (슈퍼마켓),874
1등,4,CU 은평어드밴스힐점,자동,서울 은평구 진관동 100-4 상가동1층 117118호 CU어드밴스힐점,874
1등,5,일등복권편의점,자동,대구 달서구 대명천로 220 1층,874
1등,6,LA24시편의점,자동,대구 달서구 달구벌대로 995 상가 202동 104호,874
1등,7,미니스톱인천효성점,자동,인천 계양구 안남로 551,874
1등,8,초이스편의점,자동,인천 남동구 하촌로 6,874
1등,9,제일슈퍼,수동,인천 연수구 앵고개로 242 제일상가112호,874
1등,10,25편의점,자동,경기 광주시 오포로 514 25편의점,874
1등,11,제이테크복권방,수동,경기 군포시 금산로 14,874
1등,12,대박슈퍼,수동,경기 부천시 원미로 103 마동 1층 103호,874
1등,13,성진마트,자동,경기 부천시 오정구 수도로 121 105호,874
1등,14,부자나라(CU성남중원구청점),수동,경기 성남시 중원구 성남동 3789번지 1층,874
1등,15,주택복권방,수동,경기 안양시 동안구 흥안대로145번길 77 77,874
1등,16,만복편의점,수동,충북 청주시 흥덕구 봉명동(봉명1동) 900,874
1등,17,38복권방,수동,전북 전주시 완산구 용리로 118,874
1등,18,북마산복권전문점,수동,경남 창원시 마산합포구 북성로 98,874
1등,1,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호,875
1등,2,가판점(신문),자동,서울 영등포구 양평로 50-2,875
1등,3,우정식품,자동,부산 동래구 온천장로 39,875
1등,4,하단복권,자동,부산 사하구 당리동 304-3번지,875
1등,5,복권로또판매점,자동,대전 동구 동대전로 223-1,875
1등,6,복권명당,자동,대전 서구 만년남로3번길 164,875
1등,7,행운마트,자동,경기 고양시 일산서구 송산로 331 104호,875
1등,8,대박복권,자동,경기 부천시 심곡본동 316-2 부천역사쇼핑몰 W6 7-2호,875
1등,9,선경로또,자동,충북 제천시 용두대로 59 1층,875
1등,10,행운을주는사람들,자동,충북 충주시 연수상가길 42 1층 복권방,875
1등,11,푸른로또,자동,충남 당진시 무수동로 129 여울빌딩103호,875
1등,12,세븐일레븐광양시청점,수동,전남 광양시 행정2길 2,875
1등,13,성심상회,자동,경북 포항시 북구 불종로 78,875
1등,14,진교로또복권판매점,자동,경남 하동군 진교면 진교리 302-70번지,875
1등,1,동원마트,반자동,서울 강동구 풍성로 209,876
1등,2,로또,수동,서울 강서구 가양동 1480-8번지 102호,876
1등,3,복권방,자동,서울 광진구 자양로18길 34,876
1등,4,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,876
1등,5,경동G-PLUS할인마트,자동,부산 해운대구 세실로 30 경동G-PLUS아파트상가103,876
1등,6,GS25(대구교대점),자동,대구 남구 대명동(대명2동) 2007-6 GS25 대구교대점,876
1등,7,라이프마트,자동,인천 중구 연안부두로53번길 36 5호,876
1등,8,해피+24시편의점,자동,광주 북구 하서로 330,876
1등,9,천하명당복권방역전점,자동,대전 동구 대전로 815,876
1등,10,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동),876
1등,11,사격장매표소,자동,경기 시흥시 은행동 37-22,876
1등,12,역전광장상회,자동,경기 파주시 금촌1동 329-19번지,876
1등,13,복돼지복권방,자동,경기 화성시 3.1만세로 43,876
1등,14,복권나라,수동,충북 증평군 중앙로 199-1,876
1등,15,대광복권방,자동,전남 화순군 칠충로 55 대광그린상가동 1층109호,876
1등,16,로또복권델리25옥동점,수동,경북 안동시 옥동 734번지 테마프라자A-161호,876
1등,17,CU로또(강구터미널점),수동,경북 영덕군 318만세길 182 오른쪽 상가,876
1등,18,CU로또(강구터미널점),수동,경북 영덕군 318만세길 182 오른쪽 상가,876
1등,19,탑로또,자동,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆),876
1등,1,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),877
1등,2,화랑복권,자동,부산 부산진구 당감동 282-7번지 오렌지데이점포 내,877
1등,3,일등복권편의점,자동,대구 달서구 대명천로 220 1층,877
1등,4,흥부네박터졌네,자동,인천 계양구 계산로111번길 8,877
1등,5,오천억복권방,자동,광주 서구 상무대로 1087,877
1등,6,태양마트,자동,대전 유성구 노은로 157 골드프라자 106호,877
1등,7,웅진,자동,경기 수원시 팔달구 효원로 257 4층(홈플러스 동수원점),877
1등,8,드림메드,자동,경기 안산시 상록구 월피로 56 101호,877
1등,9,천하명당복권방,수동,경기 안성시 중앙로 424,877
1등,10,당첨희망복권점,자동,경기 이천시 영창로 145 관고사거리,877
1등,11,복권마트,수동,강원 홍천군 홍천로 409 1층,877
1등,12,MONEY(편의점),수동,경남 김해시 삼문로 25 110호 복권판매점,877
1등,1,GS25(사당남사점),수동,서울 동작구 사당동 1005-54번지,878
1등,2,일등복권편의점,자동,대구 달서구 대명천로 220 1층,878
1등,3,운수대통,자동,인천 부평구 동암광장로 6 1층 A호,878
1등,4,오천억복권방,자동,광주 서구 상무대로 1087,878
1등,5,로또명당가두판매점,자동,경기 안양시 동안구 경수대로 848-2,878
1등,6,행운복권방,자동,경기 의정부시 충의로 55,878
1등,1,포인트,자동,서울 강동구 올림픽로 677 북쪽 코너 점포 1칸,879
1등,2,왕대박복권,자동,대구 달성군 옥포면 본리리 2414-3번지,879
1등,3,로또기업,자동,대전 동구 동서대로 1684 복합터미널 건너편,879
1등,4,영희복권방,수동,울산 동구 진성8길 53 무주슈퍼 내,879
1등,5,복권방,수동,경기 평택시 평택로 154 1층 복권방,879
1등,6,로또통신,자동,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점,879
1등,1,보성정보통신,수동,서울 동대문구 장한로2길 24,880
1등,2,킹부대찌개 테이크아웃 신설동점,자동,서울 종로구 숭인동길 35,880
1등,3,세진전자통신,자동,대구 서구 서대구로 156,880
1등,4,대박천하마트,자동,인천 부평구 굴포로 48,880
1등,5,수암완구,자동,울산 남구 수암로 118,880
1등,6,헬로 로또편의점,수동,경기 남양주시 별내5로5번길 4-8 1층 102호,880
1등,7,수내행운복권방,자동,경기 성남시 분당구 수내동 17-3번지 105호 알파문구내,880
1등,1,헬로마트,자동,서울 도봉구 도봉로170길 8,881
1등,2,그랜드마트앞가판점,자동,서울 마포구 신촌로 94,881
1등,3,월드24시,자동,서울 은평구 통일로 855-15,881
1등,4,노다지복권방,자동,부산 북구 낙동대로 1704,881
1등,5,해뜰날수퍼,수동,경기 화성시 효행로 241 103호,881
1등,6,왕대박복권,자동,충남 논산시 계백로 1853 편의점,881
1등,7,로또복권,반자동,경북 구미시 신시로10길 80 1층,881
1등,8,왕대박복권방,자동,경북 문경시 중앙로 15,881
1등,1,국민슈퍼,자동,서울 도봉구 도봉로 588,882
1등,2,한누리,자동,서울 동작구 사당동(사당제2동) 132-6,882
1등,3,천국열쇠,자동,광주 북구 북문대로 157,882
1등,4,필로또복권,자동,충남 서산시 호수공원6로 64 1층,882
1등,5,복권파는집,자동,경남 창원시 마산회원구 3·15대로 765,882
