등급,번호,상호명,구분,소재지,회차
1등,5,노다지로또판매점,자동,부산 영도구 남항동2가  248-7,516
1등,6,대박복권방,자동,울산 울주군 구영로 162 1층 102호,516
1등,7,씨스페이스 중동점,자동,경기 부천시 원미구 중동 1152상록쎈트럴 109호,516
1등,8,올인(allin),자동,경기 화성시 3.1만세로 1147,516
1등,9,로또복권두정점,자동,충남 천안시 서북구 두정로 251 대원빌딩104호,516
1등,10,복조리복권방,자동,전북 장수군 장계천변길 55-4,516
1등,11,에버빌마트,자동,경북 안동시 강남5길 102 에버빌마트 1층,516
1등,1,역삼역 로또,자동,서울 강남구 역삼동  718 범진빌딩 1층,517
1등,2,잉크와복권,자동,서울 강서구 가로공원로76가길 12,517
1등,3,킹마트,수동,충남 천안시 서북구 쌍용동 1060,517
1등,4,아띠로또판매점,수동,충남 천안시 서북구 두정동 1063번지 레몬타워 110호,517
1등,5,도깨비방망이,자동,전남 완도군 장보고대로 220 도깨비방망이,517
1등,1,배임,자동,서울 용산구 보광로 19 1층,518
1등,2,초이스마트 작전역점,자동,인천 계양구 주부토로472번길 51 상가동 102호,518
1등,3,Lotto복권,자동,강원 춘천시 퇴계동  667 7B3L(패밀리마트내),518
1등,4,잉크와복권방,자동,충남 천안시 동남구 차돌로 84,518
1등,5,오태NG24시복권방,자동,경북 구미시 인동가산로 25 1층 아디다스상설매장,518
1등,6,행운복권,자동,경북 구미시 야은로 763,518
1등,1,훼미리로또,자동,서울 동작구 신대방동  395-68나산보라매타운102호,519
1등,2,부일카서비스,자동,부산 동구 자성로133번길 35,519
1등,3,복권판매소(서문큰장네거리),자동,대구 서구 국채보상로 438,519
1등,4,가로토큰박스,자동,경기 과천시 중앙동  60과천극장앞,519
1등,5,황금대박복권슈퍼,자동,경기 안산시 단원구 선이로 14,519
1등,6,월드복권마트,자동,충북 제천시 죽하로 48-1 장락주공2단지 상가101호,519
1등,7,로또복권판매,자동,경남 하동군 중앙로 12 1층,519
1등,1,영광문구,자동,서울 금천구 범안로 1186,520
1등,2,GS25(서초금호),자동,서울 서초구 서초동  1689-1,520
1등,3,프로피스,자동,경기 구리시 이문안로 11,520
1등,4,그린24시신화점,자동,충북 청주시 청원구 충청대로57번길 2,520
1등,5,베스트원,수동,전남 영광군 신남로 209-1 1층,520
1등,6,명당편의점,자동,경남 진주시 서장대로 273 1층,520
1등,1,행운복권방,수동,서울 관악구 난곡로 172,521
1등,2,로또복권,자동,서울 성동구 마장동  771-7,521
1등,3,5가로또레드탑,자동,서울 종로구 종로 222,521
1등,4,명동2가로또가판대,수동,서울 중구 명동2가  97-2,521
1등,5,풍향동복권나라,자동,광주 북구 필문대로 79,521
1등,6,노다지복권방,자동,대전 대덕구 아리랑로 213 대영상가 1층,521
1등,7,복권닷컴,수동,강원 양양군 양양로 62,521
1등,8,DC백화점거북점,자동,전남 여수시 무선로 50 상가 1층 101호,521
1등,1,가로판매점,자동,서울 강동구 양재대로 1443,522
1등,2,가판14호,자동,서울 중구 퇴계로 37,522
1등,3,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101,522
1등,4,대박찬스,자동,충북 청주시 흥덕구 가경로161번길 3,522
1등,5,로또,자동,충남 홍성군 홍성읍  오관리    311-5,522
1등,6,팡팡복권마트.잡화슈퍼,자동,전북 전주시 덕진구 가리내로 26,522
1등,1,로또방,수동,서울 성동구 하왕십리동  946-43호  훼미리마트내,523
1등,2,상호없음,자동,서울 송파구 석촌동  210-9유천빌딩1층GN마트내,523
1등,3,로또,수동,서울 중구 신당동  133-14,523
1등,4,부일카서비스,자동,부산 동구 자성로133번길 35,523
1등,5,세진전자통신,수동,대구 서구 서대구로 156,523
1등,6,행운복권방,자동,경기 포천시 솔모루로 86-1,523
1등,7,으뜸로또복권방,자동,충남 홍성군 문화로 116 4필지,523
1등,1,버스판매소,수동,서울 영등포구 영중로 2 1층(영등포동3가),524
1등,2,-,자동,대구 중구 동성로2가  160-4번지,524
1등,3,로또복권방분평점,자동,충북 청주시 서원구 월평로 78,524
1등,4,여기있었네복권방,자동,전북 전주시 완산구 전주객사5길 83,524
1등,1,행운로또,수동,서울 동작구 흑석동  43-94,525
1등,2,행운복권방,자동,서울 은평구 서오릉로 10,525
1등,3,사이버정보통신,수동,부산 부산진구 동평로 411 백조상가동103-1호,525
1등,4,플러스로또,자동,대구 달서구 월곡로45길 56,525
1등,5,미니스톱인천효성점,자동,인천 계양구 안남로 551,525
1등,6,로또판매점,자동,경기 고양시 일산동구 장항동 752삼성메르헨상가102-2,525
1등,7,행복한사람들 (흥부네),자동,경기 광주시 경충대로 763,525
1등,8,CU(원주W-CITY점),자동,강원 원주시 단계동  877-1,525
1등,9,로또복권두정점,수동,충남 천안시 서북구 두정로 251 대원빌딩104호,525
1등,1,인동상회,수동,서울 노원구 한글비석로 396 벽산아파트상가108-116,526
1등,2,제일슈퍼,수동,서울 동대문구 회기로 194,526
1등,3,복권방하단스마일,수동,부산 사하구 낙동대로 191 2층,526
1등,4,로또복권신매체인점,자동,대구 수성구 달구벌대로 3233 신매동 효성백년가약상가 401동7호,526
1등,5,까치복권방,자동,경기 시흥시 중심상가로 326 1층102,526
1등,6,로또점,자동,강원 원주시 입춘로 73 103호,526
1등,7,복권방,자동,강원 원주시 관설동  1702-1,526
1등,8,월드마트,자동,충북 청주시 흥덕구 장구봉로129번길 2,526
1등,9,제일복권,자동,제주 제주시 서광로 257,526
1등,1,진흥복권방,자동,서울 서초구 서초동  1315,527
1등,2,로또복권,자동,부산 사상구 모라로192번길 20-83 102호,527
1등,3,수복슈퍼,자동,부산 사상구 광장로37번길 34 1층,527
1등,4,씨유 대전원내점,자동,대전 유성구 원내로 35,527
1등,5,CU(군포덕산점),수동,경기 군포시 당동  902 덕산상가1층,527
1등,6,은혜상회,자동,경기 남양주시 덕소로 214,527
1등,7,메트로복권,수동,경기 성남시 분당구 성남대로916번길 5 1층 112호,527
1등,8,덕신슈퍼,수동,경기 수원시 권선구 세류3동 524-5,527
1등,9,로또삼성복권방,자동,경기 수원시 영통구 매영로 141 원천훼미리타운105호,527
1등,10,까치복권방,자동,경기 시흥시 중심상가로 326 1층102,527
1등,11,아트플라워,자동,경기 용인시 처인구 백옥대로 1109,527
1등,12,행운복권방,자동,경기 포천시 솔모루로 86-1,527
1등,13,로또명당해미점,수동,충남 서산시 남문2로 108,527
1등,1,현진식품,자동,서울 구로구 중앙로 32,528
1등,2,GS25 동래대산점,수동,부산 동래구 명륜로 65,528
1등,3,행운플러스,수동,부산 사상구 괘감로 103 1층복권방,528
1등,4,복권휴게실,자동,대구 달서구 월성동  819원더풀스파랜드상가1층 115호 116호일부,528
1등,5,대전하이퍼,자동,대전 중구 보문산로 76,528
1등,6,행운로또복권,수동,울산 중구 학성동  153-2,528
1등,7,삼성통신,수동,경기 구리시 검배로 89,528
1등,8,중앙로또,자동,경기 안산시 단원구 고잔동 681-7대덕프라자 102호,528
1등,9,파란만장복권방,자동,경기 화성시 진안동  878-4번지 101호,528
1등,10,왔다복권,자동,충남 천안시 서북구 서부16길 9,528
1등,11,킴스피씨,자동,제주 제주시 용담2동  2681-35,528
1등,1,이수복권방,자동,서울 동작구 사당동  145-12,529
1등,2,평화슈퍼,수동,서울 은평구 연서로 198-1,529
1등,3,제이복권방,자동,서울 종로구 종로 225-1 평창빌딩 1층 103호,529
1등,4,명동역5번출구가판,수동,서울 중구 퇴계로 115,529
1등,5,디딤슈퍼,수동,경기 부천시 도약로 279,529
1등,6,가판점,자동,경기 부천시 자유로 33 이마트앞 지하도입구,529
1등,7,CU(횡성점),자동,강원 횡성군 횡성읍  읍하리    118-1,529
1등,8,공주복권방,자동,충남 공주시 웅진로 210-2,529
1등,1,삼성열쇠공사,자동,서울 동작구 만양로 90-1,530
1등,2,GS25(신림로점),자동,서울 동작구 신대방동  344-258,530
1등,3,통일복권방,자동,서울 송파구 백제고분로7길 6,530
1등,4,가판점,자동,서울 중구 퇴계로 123,530
1등,5,가로판매점117호,자동,서울 중구 장충단로 257,530
1등,6,복권왕국,수동,인천 부평구 동수로 168,530
1등,7,GS25(중촌현대),자동,대전 중구 중촌동  17-2,530
1등,8,LG슈퍼,수동,경기 광명시 연서로 10,530
1등,9,경희슈퍼,자동,경기 성남시 분당구 야탑로69번길 3 105호,530
1등,10,황금 복권방,자동,경기 용인시 기흥구 상하동 483-1번지 어정프라자 103호,530
1등,11,복권,자동,경기 의정부시 의정부동  153,530
1등,1,일등복권편의점,자동,대구 달서구 대명천로 220 1층,531
1등,2,운수대통,자동,인천 남동구 석정로 479,531
1등,3,왕대박복권,자동,인천 부평구 동수천로 108 1층,531
1등,4,GS25(부평중앙),자동,인천 부평구 부평동  154-161층,531
1등,5,메트로복권,자동,경기 성남시 분당구 성남대로916번길 5 1층 112호,531
1등,6,노다지복권방,자동,경기 용인시 처인구 금령로 130,531
1등,7,로또복권방,수동,경기 평택시 지산로37번길 76,531
1등,8,CU(포남뷰티점),자동,강원 강릉시 포남동  1150,531
1등,9,불국사명당복권,수동,경북 경주시 산업로 3033,531
1등,1,복권세상,자동,서울 양천구 신월로 187,532
1등,2,감전복권방,자동,부산 사상구 감전동  681-4,532
1등,3,로또대박마트,자동,대전 동구 대전로 248 로또대박마트,532
1등,4,화영하이퍼,자동,경기 성남시 수정구 단대동 176-4번지,532
1등,5,버스표가판점,자동,경기 안양시 동안구 관악대로 291,532
1등,6,행복충전소,자동,경기 평택시 탄현로 332-2,532
1등,7,복권명당,자동,경북 경주시 동문로 46,532
1등,1,GS25(압구정역),자동,서울 강남구 신사동  577-12동헌빌딩1층,533
1등,2,세븐일레븐부산온천장역점,자동,부산 동래구 중앙대로 1520 북쪽출구 빵집,533
1등,3,복권백화점,자동,경기 파주시 평화로 70,533
1등,4,행운예감,자동,충북 충주시 국원대로 5 1층,533
1등,5,둔포로또판매점,수동,충남 아산시 충무로 1810 둔포로또판매점,533
1등,6,CU(구미원평점),수동,경북 구미시 원평동  1049,533
1등,7,영화복권방,수동,경남 김해시 덕정로 158 복권판매점,533
1등,8,일등복권방,수동,제주 서귀포시 성산읍  고성리    1197-8,533
1등,1,로또명당,자동,인천 미추홀구 인주대로 423 101호,534
1등,1,캐논종합,자동,서울 용산구 청파로 101 나진10동가125호,535
1등,2,부일카서비스,자동,부산 동구 자성로133번길 35,535
1등,3,로또복권방,자동,경기 파주시 금촌동  374-11,535
1등,1,버스카드충전소,자동,서울 서초구 신반포로 205 6동쇼핑앞,536
1등,2,셀프카메라,자동,부산 부산진구 가야대로443번길 30,536
1등,3,복권방,자동,부산 부산진구 부암동  133-39훼미리마트(부암점),536
1등,4,프로토베팅샵,수동,부산 중구 국제시장2길 5 4호,536
1등,5,동산병원앞토큰판매소,자동,대구 중구 동산동  194동산병원앞토큰판매,536
1등,6,대박나라복권방,수동,인천 서구 가정로 120-1,536
1등,7,오렌지24시원당점,자동,경기 고양시 덕양구 성사동 702-81층점포1호1,536
1등,8,코사마트,자동,경기 부천시 오정로 203,536
1등,9,행운복권,자동,충북 제천시 명륜로 67 1층,536
1등,10,KOREA마트,수동,경북 구미시 임은길 64,536
1등,11,동원복권,수동,경남 양산시 북정중앙로 30,536
1등,1,로또구포점,수동,부산 북구 덕천2길 23-3 1층,537
1등,2,주공24시편의방,자동,대전 동구 옥천로180번길 19 판암주공아파트2차상가,537
1등,3,복권왕국,수동,경기 부천시 경인로216번길 7 1층,537
1등,4,은미복권방,자동,경기 부천시 소사로794번길 6,537
1등,5,복권마을,자동,강원 강릉시 주문진읍  교항리 118,537
1등,6,돼지복권,수동,충북 청주시 흥덕구 사직동 236-17 청주대교 앞,537
1등,7,행운복권방공단오거리점,자동,충북 청주시 흥덕구 산단로 4,537
1등,1,찬스365,자동,경기 양평군 양서면  양수리  562-6,538
1등,2,복권백화점,수동,경기 여주시 세종로 41 1층,538
1등,3,구산복권방,수동,경남 김해시 구산동  481-3보보스빌딩108호,538
1등,1,행운찬스복권방,수동,서울 강북구 덕릉로 140,539
1등,2,굿타임,자동,서울 서대문구 거북골로 39,539
1등,3,월드24시,수동,서울 은평구 통일로 855-15,539
1등,4,복권명당율하점,수동,대구 동구 율하동로23길 37,539
1등,5,로또복권방,자동,경기 군포시 산본로323번길 16-6 신명빌딩1층1005호,539
1등,6,역곡중앙슈퍼,자동,경기 부천시 원미구 역곡동 79-5,539
1등,7,온누리로또,자동,경기 수원시 권선구 세류동 1075-2 1층,539
1등,8,백만장자,수동,경기 용인시 기흥구 영덕동 974-10흥덕유프라자 111호,539
1등,9,이삭,자동,전남 목포시 남악2로 54 남악프라자A동103호,539
1등,1,옥수정로또판매,자동,서울 성동구 성수동2가  317-9,540
1등,2,가판점(신문),자동,서울 영등포구 양평로 50-2,540
1등,3,ALWAYSMART,자동,경기 고양시 일산동구 백마로 501-2,540
1등,4,복권왕국,자동,경기 부천시 조마루로105번길 34-7,540
1등,5,행운복권방,자동,경기 포천시 솔모루로 86-1,540
1등,6,대박행운복권방,수동,충남 아산시 온천대로 104,540
1등,7,월드복권방,자동,경남 통영시 북신시장1길 12 월드마트 내,540
1등,1,GS25(청담중앙점),자동,서울 강남구 청담동  21-9,541
1등,2,종합가판점,자동,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽,541
1등,3,명당복권,자동,서울 동대문구 왕산로 112-1 가판,541
1등,4,복권나라,자동,부산 동구 범일동  44-13,541
1등,5,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101,541
1등,6,GS25(구리공원),자동,경기 구리시 수택동  876,541
