등급,번호,상호명,소재지,회차
2등,19,세이브슈퍼,대구 수성구 달구벌대로 2467,831
2등,20,돈벼락맞는곳,대구 중구 봉산동 185-45번지,831
2등,21,프랜즈주안2호점,인천 남구 주안동 18-23번지 1층,831
2등,22,경기상회,인천 남동구 장승남로 42 104호,831
2등,23,대박천하마트,인천 부평구 굴포로 48,831
2등,24,복권전문점,인천 부평구 원적로 437,831
2등,25,흥부네복권,인천 부평구 부흥로243번길 7 대우아파트상가102호,831
2등,26,마이마트,인천 서구 탁옥로 76 한국상가제1층101호,831
2등,27,대부복권방,인천 중구 운서동 2803-1 1동 128-1호,831
2등,28,알파로또판매점,광주 북구 양일로 72-1 알파문구점 내,831
2등,29,파워로또,대전 동구 동서대로 1677 복합터미널 앞 버스정류장,831
2등,30,1등복권방,울산 울주군 동문길 84,831
2등,31,위드미중울산점,울산 중구 옥골샘4길 21,831
2등,32,위드미중울산점,울산 중구 옥골샘4길 21,831
2등,33,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200,831
2등,34,금강종합공구,경기 김포시 대곶면 율생리 350-5번지,831
2등,35,대박복권방,경기 남양주시 맷돌로 118 중흥프라자101호,831
2등,36,휴먼복권방,경기 안산시 단원구 당곡로 9 진양빌딩103호,831
2등,37,휴먼복권방,경기 안산시 단원구 당곡로 9 진양빌딩103호,831
2등,38,천하명당,경기 안산시 상록구 충장로 590,831
2등,39,장흥전기,경기 용인시 기흥구 마북로 53,831
2등,40,로또휴게실,경기 용인시 기흥구 용구대로 1885,831
2등,41,CU강릉신세계점,강원 강릉시 옥천동 367-14 강원도 강릉시 옥천동 367-14 CU강릉신세계점,831
2등,42,CU(횡계점),강원 평창군 대관령면 횡계리 316-2번지,831
2등,43,노다지복권,강원 횡성군 문정로 52,831
2등,44,노다지복권,강원 횡성군 문정로 52,831
2등,45,드림통신(구)굿타임24아산석정점,충남 아산시 충무로 230,831
2등,46,충청복권전문점,충남 천안시 서북구 성환2로 108,831
2등,47,정민책대여점,충남 천안시 서북구 서부16길 56,831
2등,48,럭키세븐,충남 태안군 태안읍 동문리 319-1 1층106호,831
2등,49,로또복권판매도통점,전북 남원시 용성로 232,831
2등,50,소요편의점,전북 익산시 동산동 613-1번지,831
2등,51,베스트올수성점,전북 정읍시 수성2로 28,831
2등,52,베스트올수성점,전북 정읍시 수성2로 28,831
2등,53,안동슈퍼,경북 안동시 경동로 669-3,831
2등,54,세븐일레븐풍기ic점,경북 영주시 소백로 1751,831
2등,55,황금복권,경북 영주시 구성로 379-1,831
2등,56,GS25(양산혜인점),경남 양산시 평산동 31-5번지,831
2등,57,씨유월영마을점,경남 창원시 마산합포구 월영남로 21,831
2등,58,창원병원앞매표소,경남 창원시 성산구 중앙동 104-1번지 가판,831
2등,59,잉크풀,경남 창원시 진해구 진해대로776번길 15 501동 102호,831
2등,60,소요(용담점),제주 제주시 서문로 18-1,831
2등,61,GS25(노형런던점),제주 제주시 노형동 1045-15,831
2등,1,그랑프리안경,서울 강서구 강서로45길 13,832
2등,2,천하명당,서울 관악구 난우길 18 1층,832
2등,3,다모아복권,서울 구로구 경인로19길 4,832
2등,4,노다지복권방,서울 동대문구 한빛로 1-1,832
2등,5,영광정보통신,서울 성북구 화랑로 92 1층 우측1호,832
2등,6,교통카드판매대,서울 송파구 송파대로28길 27 공영주차장앞가판,832
2등,7,일등복권방,서울 양천구 오목로 232 보성빌딩105호,832
2등,8,행운의사랑방,서울 영등포구 도림로 465,832
2등,9,종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 가판,832
2등,10,동성당,서울 종로구 청계천로 261,832
2등,11,비원복권,서울 종로구 돈화문로 66 비원슈퍼,832
2등,12,종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 가판,832
2등,13,행운스토어 복권,부산 남구 용호동 541-1,832
2등,14,부일카서비스,부산 동구 자성로133번길 35,832
2등,15,노다지복권방,부산 부산진구 전포2동 588-6번지,832
2등,16,세원로또복권방,부산 수영구 수영로725번길 53 101호,832
2등,17,일등복권편의점,대구 달서구 대명천로 220 1층,832
2등,18,세븐일레븐 현풍대로점,대구 달성군 비슬로 581 세븐일레븐현풍대로점,832
2등,19,운수대통,대구 서구 서대구로62길 71,832
2등,20,한주복권방,인천 연수구 인권로 9 1층 CU,832
2등,21,제일슈퍼,인천 연수구 앵고개로 242 제일상가112호,832
2등,22,제일슈퍼,인천 연수구 앵고개로 242 제일상가112호,832
2등,23,드림,광주 광산구 선운로20번길 64 104호,832
2등,24,로또타운점,대전 대덕구 비래동 131-10,832
2등,25,아이마트,대전 서구 둔산로 230,832
2등,26,대박로또복권방,대전 중구 보문로 32-5,832
2등,27,위앤조이 유천점,대전 중구 유천2동 186-4번지,832
2등,28,CU(일산동문점),경기 고양시 일산서구 일산동 957-3번지 현대밀라트2차오피스텔,832
2등,29,삼일통신,경기 구리시 동구릉로 112-1,832
2등,30,역곡중앙슈퍼,경기 부천시 원미구 역곡동 79-5번지,832
2등,31,가판대,경기 부천시 원미구 상동 318-5번지,832
2등,32,마이더스로또복권방,경기 안양시 동안구 안양판교로 12-2,832
2등,33,오산제일복권,경기 오산시 오산로 273 1동 104호,832
2등,34,로또휴게실,경기 용인시 기흥구 용구대로 1885,832
2등,35,대영광고,경기 용인시 수지구 동천동 180-12번지,832
2등,36,북부슈퍼,경기 의정부시 가능로125번길 22,832
2등,37,행복충전소,경기 평택시 탄현로 332-2,832
2등,38,이마트24동탄라스점,경기 화성시 오산동(동탄6동) 967-150 1106호 이마트24편의점,832
2등,39,feel 로또,경기 화성시 봉담읍 덕리 70-3 GS25,832
2등,40,TOTO,강원 강릉시 주문로 55,832
2등,41,전우사,강원 춘천시 금강로 44,832
2등,42,삼팔로또,충남 서천군 서천읍 군사리 696-5번지,832
2등,43,천하명당천안점,충남 천안시 동남구 구성동(청룡동) 301-4 향목그라비스상가 107호,832
2등,44,봉주로복권방,충남 천안시 서북구 봉주로 111,832
2등,45,천사마트,충남 천안시 서북구 두정로 117 상가1층6호,832
2등,46,복돼지복권방,전북 익산시 선화로1길 4 배산시티프라자 1층 107호,832
2등,47,대박찬스,전북 정읍시 관통로 59,832
2등,48,행운복권나라,전남 광양시 대림오성로 146-1,832
2등,49,비디오테크편의점,전남 여수시 강남8길 19-1 씨유돌산청솔점,832
2등,50,로또복권삼주봉황,경북 경산시 진량읍 봉회리 57번지,832
2등,51,세중로또,경북 영주시 향교길 108-37,832
2등,52,팬더복권,"경북 포항시 남구 충무로 39-1 1층,우측상가",832
2등,53,목화휴게소,경남 사천시 사천대로 912,832
2등,54,양산덕계점(로또),경남 양산시 평산6길 6 복권판매점,832
2등,55,댓거리365,경남 창원시 마산회원구 중리공단로 223 1층,832
2등,56,중리복권,경남 창원시 마산회원구 내서읍 중리 976-2 1층,832
2등,57,GS25(진해제일점),경남 창원시 진해구 화천동 19-2번지,832
2등,58,수성그린마트,경남 창원시 진해구 경화시장로 34 26호 10호,832
2등,59,세진OA,제주 제주시 노형동 682 천마에코피아빌딩203호,832
2등,60,사랑복권판매점,제주 제주시 도남동(이도2동) 188-3 1층,832
2등,1,신명,서울 강서구 방화동로3길 1,833
2등,2,우리식품,서울 광진구 아차산로 589,833
2등,3,영광생활유통,서울 금천구 범안로 1186,833
2등,4,내복권방,서울 노원구 노원로1나길 5 1층,833
2등,5,성보복권,서울 노원구 광운로 71 1층 1호,833
2등,6,장원에이스,서울 서초구 반포동(반포4동) 19-4 서울고속버스터미널경부선대합식2H로또판매점,833
2등,7,데스콤㈜영등포영업소,서울 영등포구 영중로 48,833
2등,8,로또구파발점,서울 은평구 진관동 70 메트로프라자 103호,833
2등,9,동광상회,서울 중구 동호로 163 동호빌딩1층,833
2등,10,일등복권방,서울 중랑구 신내동 646번지 금강리빙스텔149호,833
2등,11,트윙클용마점,서울 중랑구 용마산로 494 상아빌딩1층,833
2등,12,슈퍼복권나라,부산 부산진구 범일로142번길 31 1층 복권방,833
2등,13,동원무지개로또,부산 사상구 덕포동 789번지 남영상가3-1호 해피타임편의점,833
2등,14,미니스톱 새법조타운점,부산 연제구 거제동(거제제1동) 1497-2,833
2등,15,위드미해운대제일점,부산 해운대구 우동(우제1동) 388-9,833
2등,16,일등복권편의점,대구 달서구 대명천로 220 1층,833
2등,17,대박왕국,인천 남동구 구월말로 18 1층,833
2등,18,25시 스토리,인천 서구 가정로 246 1층 111호,833
2등,19,행복나눔복권방,광주 광산구 용아로399번길 51 105호 GS편의점,833
2등,20,복권왕국,대전 서구 동서대로1047번길 2,833
2등,21,선화슈퍼,대전 중구 동서대로1440번길 59,833
2등,22,대박로또복권방,대전 중구 보문로 32-5,833
2등,23,나눔로또온산덕신점,울산 울주군 온산읍 덕신리 1280번지 CU온산덕신점,833
2등,24,부강로또,세종   부강로 34,833
2등,25,버스표판매소,경기 고양시 덕양구 중앙로557번길 7-23 비금빌딩앞,833
2등,26,로또월드,경기 고양시 일산서구 일산동 555-1번지 에이스빌딩116,833
2등,27,럭키로또카페,경기 광주시 회안대로 13 매산제일교회 건물 1층,833
2등,28,행복플러스 복권방,경기 광주시 오포읍 신현리 695-3번지 104호,833
2등,29,행복한사람들 (흥부네),경기 광주시 경충대로 763,833
2등,30,명당복권방,경기 남양주시 창현로 7,833
2등,31,은혜상회,경기 남양주시 덕소로 214,833
2등,32,로또명당상동점,경기 부천시 송내대로265번길 17 효성프라자108호,833
2등,33,금도끼 은도끼,경기 양주시 부흥로 1830,833
2등,34,복권백화점,경기 여주시 세종로 41 1층,833
2등,35,로또.토토.블루베리,경기 평택시 안현로서6길 7 105호,833
2등,36,프로토원주점(복권나라),강원 원주시 북원로 2706 1층,833
2등,37,로또판매소,강원 철원군 동송읍 이평리 852-1번지,833
2등,38,황금로또복권판매,충남 당진시 동부로 223 B동 108호 한빛부동산,833
2등,39,대박로또,충남 서천군 장항로 160-1,833
2등,40,매일슈퍼,충남 서천군 서천읍 군사리 179-19번지,833
2등,41,GS25(뉴천안동보점),충남 천안시 동남구 안서동(신안동) 305-11,833
2등,42,대박찬스,전북 군산시 칠성로 164,833
2등,43,복권나라,전북 전주시 완산구 서원로 289-6 1층,833
2등,44,광양대박점,전남 광양시 사동로 257,833
2등,45,굿모닝,전남 순천시 중앙로 220 굿모닝,833
2등,46,서부슈퍼,전남 여수시 좌수영로 14,833
2등,47,영광세븐로또,전남 영광군 영광읍 신하리 830-1번지 세븐일레븐 내,833
2등,48,대광복권방,전남 화순군 칠충로 55 대광그린상가동 1층109호,833
2등,49,왕대박복권고령점,경북 고령군 중앙로 15,833
2등,50,씨유 거창마리점,경남 거창군 거안로 838 CU편의점 내,833
2등,51,서광로또,경남 창원시 마산회원구 봉양로 239 상가동 101호,833
2등,52,대박복권,제주 제주시 이도이동(이도2동) 1174-5 1층,833
2등,53,한라점,제주 제주시 노형동 2519-14 씨유대화점내,833
2등,1,행운나라,서울 관악구 양지길 2-1,834
2등,2,오렌지스토아,서울 광진구 면목로 105 우진빌딩1층,834
2등,3,드림복권방,서울 성북구 장위동 238-400번지,834
2등,4,한경종합광고,서울 송파구 백제고분로 198,834
2등,5,복권세상,서울 양천구 신월로 187,834
2등,6,대박찬스,서울 영등포구 도림로 356 1층복권방,834
2등,7,동성당,서울 종로구 청계천로 261,834
2등,8,가판점,서울 중구 퇴계로 123,834
2등,9,국민은행앞가판점,서울 중구 남대문로 84 앞 가판점,834
2등,10,뉴빅마트,부산 기장군 정관중앙로 48 106호,834
2등,11,팬레코드,부산 남구 수영로 253,834
2등,12,GS25 동래대산점,부산 동래구 명륜로 65,834
2등,13,복권명당,대구 동구 경안로 751,834
2등,14,운수대통,인천 부평구 동암광장로 6 1층 A호,834
2등,15,씨유 불로원룸점,인천 서구 검단로755번길 2,834
2등,16,현대하이퍼,인천 중구 제물량로 131 1층,834
2등,17,그린편의점,광주 서구 매월2로 53 23동 103호,834
2등,18,대궐터 복권나라,경기 남양주시 진접읍 내각리 318-10번지 1층1호,834
2등,19,복권왕국,경기 부천시 경인로216번길 7 1층,834
2등,20,버스가판대,경기 성남시 중원구 성남대로 1144,834
2등,21,삼일사,경기 성남시 중원구 희망로344번길 3,834
2등,22,CU(안산와동점),경기 안산시 단원구 와동 679-7,834
2등,23,스타매니아,경기 안양시 동안구 평촌대로 371,834
2등,24,1등로또복권방,경기 의정부시 용현동 266-10번지,834
2등,25,황금복권마트,경기 이천시 증신로325번길 5 1층,834
2등,26,복권방,경기 평택시 평택로 154 1층 복권방,834
2등,27,로또판매점,경기 포천시 호국로 1900,834
2등,28,CU(단계공원점),강원 원주시 단계동 853 1층 (CU),834
2등,29,CU(단계공원점),강원 원주시 단계동 853 1층 (CU),834
2등,30,증평로또판매점,충북 증평군 중앙로 239,834
2등,31,GS25(남문로점),충북 청주시 상당구 남문로2가 39-1번지,834
2등,32,나래복권,충북 충주시 목행동 673-6 1층,834
2등,33,로또복권두정점,충남 천안시 서북구 두정로 251 대원빌딩104호,834
2등,34,대영멋쟁이마트,전북 완주군 왕궁로 10,834
2등,35,혜성프라자,전북 익산시 함열중앙로 10,834
2등,36,로또복권방,전북 정읍시 충정로 442 CU편의점 내,834
2등,37,남평로또점,전남 나주시 남평1로 12 파평회관 1층,834
2등,38,대박복권나라,전남 목포시 호남동 524번지 우성마트 내,834
2등,39,세방매점,경북 경주시 산업로 4447 (용강동),834
2등,40,이마트24구미황상점,경북 구미시 수출대로 555,834
2등,41,로터리편의마트,경북 포항시 북구 서동로 85 육거리,834
2등,42,천하명당복권방,경남 거제시 옥포성안로 60,834
2등,43,복권방,경남 김해시 서부로 399 좌측 복권판매점,834
2등,44,AM&PM,경남 김해시 가락로 43 복권판매점,834
2등,45,양산행복로또,경남 양산시 서일동로 5,834
2등,46,로또복권하대점,경남 진주시 도동로 188,834
2등,47,CU(진주동문점),경남 진주시 강남동 127 1층 CU편의점 내,834
2등,1,로또복권방,서울 구로구 개봉동 63-4번지,835
2등,2,CU 장승배기역점,서울 동작구 노량진동(노량진제2동) 311-31,835
2등,3,위드미(논현역점),서울 서초구 잠원동 40-9,835
2등,4,영광정보통신,서울 성북구 화랑로 92 1층 우측1호,835
2등,5,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,835
2등,6,씨스페이스(대림점),서울 영등포구 대림동(대림제2동) 993-57 1동 9호,835
2등,7,CU(용산신창점),서울 용산구 신창동 59-4번지,835
2등,8,하임마트,서울 중구 퇴계로 439-4 1층,835
2등,9,축복마트,서울 중랑구 동일로 616,835
2등,10,공중센타,부산 동구 고관로 11-1 1층,835
2등,11,포시즌부산진역,부산 동구 수정동 194번지,835
2등,12,CU(초읍대공원점),부산 부산진구 초읍동 171-2 목화빌딩,835
2등,13,세진전자통신,대구 서구 서대구로 156,835
2등,14,세진전자통신,대구 서구 서대구로 156,835
2등,15,GS25(부개역점),인천 부평구 부개동 289-9번지 1층,835
2등,16,우주복권판매점,인천 연수구 연수동 593-4 상가 108호,835
2등,17,한국인세계대박복권,인천 연수구 한나루로197번길 34,835
2등,18,알리바이신창점,광주 광산구 왕버들로 265 1층 103-1호,835
2등,19,커피로또,대전 대덕구 석봉로38번길 67,835
2등,20,현암꽃플라워,대전 동구 태전로 167,835
2등,21,삼산현대 로또판매,울산 남구 삼산동 1506-10번지,835
2등,22,우리들(북구청점),울산 북구 연암동(효문동) 417-1 1층 우리들편의점 내,835
2등,23,로또복권,울산 울주군 해맞이로 1578,835
2등,24,로또복권,경기 고양시 덕양구 충장로 118-30 샘터마을229동 앞 버스표판매소,835
2등,25,백석고앞 정류장 로또판매점,경기 고양시 일산동구 일산로 196 1층 104호,835
2등,26,오덕복권나라,경기 광주시 탄벌동(송정동) 274-1,835
2등,27,복권만당,경기 군포시 군포로 489-2,835
2등,28,럭키로또판매점,경기 성남시 수정구 수정로 68 1층 3호,835
2등,29,태일이엔지,"경기 수원시 권선구 경수대로302번길 22 상가동 107호(권선동, 권선한양아파트)",835
2등,30,이플러스,경기 수원시 영통구 매탄동 153-14,835
2등,31,로또복권방(고잔점),경기 안산시 단원구 고잔동(호수동) 726-1,835
2등,32,일공공일(CU편의점),경기 안산시 단원구 예술대학로 82 중앙상가 102호,835
2등,33,대박,경기 안양시 동안구 관평로170번길 33,835
2등,34,황금알상회,경기 평택시 지산동 1029 대로변 상가 1층 115호,835
2등,35,용이복권방,경기 평택시 현신3길 44,835
2등,36,TOTO,강원 강릉시 주문로 55,835
2등,37,속초등대로또복권,강원 속초시 영금정로 23,835
2등,38,D-마트담배,"강원 속초시 조양상가길 25 롯데마트속초점, 1층 복권판매점",835
2등,39,대박찬스,충북 청주시 흥덕구 가경로161번길 3,835
2등,40,금능마트,충북 충주시 후곡길 19 금능마트,835
2등,41,대소원로또,충북 충주시 중원대로 4373 휴게소내 컨테이너,835
2등,42,장미슈퍼,충남 부여군 계백로 265 부여군청 로터리 부근,835
2등,43,매일슈퍼,충남 서천군 서천읍 군사리 179-19번지,835
2등,44,삽교복권방,충남 예산군 삽교로2길 2 CU편의점내,835
2등,45,행운로또,충남 천안시 서북구 늘푸른1길 19 부경아파트 상가동 내,835
2등,46,운수대통복권방,전북 익산시 무왕로23길 3,835
2등,47,GS25(전주리조트점),전북 전주시 덕진구 우아동2가 922-6번지,835
2등,48,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내,835
2등,49,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내,835
2등,50,로또천국건천점,경북 경주시 내서로 1118,835
2등,51,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내,835
2등,52,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내,835
2등,53,명덕사 복권판매점,경북 구미시 봉곡남로 77,835
2등,54,대방상회,경남 창원시 성산구 대암로 123,835
2등,55,복권명당,경남 창원시 의창구 서상로12번길 9-5,835
2등,56,GS25(팔용대림점),경남 창원시 의창구 팔용동 154-5번지,835
2등,57,마법사복권방,제주 서귀포시 동홍동 472-3,835
2등,58,왕대박복권방,제주 서귀포시 표선관정로 103,835
2등,1,복권나라,서울 관악구 남부순환로 1739-9,836
2등,2,엔마트,서울 동대문구 장한로31길 10,836
2등,3,보성정보통신,서울 동대문구 장한로2길 24,836
2등,4,중앙슈퍼,서울 동작구 흑석동 184-27,836
2등,5,인터넷판매(동행복권),동행복권(dhlottery.co.kr),836
2등,6,미래통신,서울 성북구 장월로 118-1,836
2등,7,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,836
2등,8,승리상사,서울 영등포구 신길동 42-2번지 신길역지하환승통로,836
2등,9,가로판매점,서울 용산구 원효로 179,836
2등,10,갈렙분식한식,서울 중랑구 용마산로115길 92,836
2등,11,에이마트 로또판매점,부산 강서구 신호산단2로 53-1 1층 103호,836
2등,12,녹산로또,부산 강서구 녹산산단335로 12-7 1층,836
2등,13,기장슈퍼,부산 기장군 차성동로 69,836
2등,14,부일카서비스,부산 동구 자성로133번길 35,836
2등,15,복터졌네 대박로또,부산 사상구 광장로21번길 46,836
2등,16,효성로또,대구 달서구 본동 613-5번지 세븐일레븐 1층내,836
2등,17,로또GS(달서공단),대구 달서구 월암동 1104번지 GS25편의점 내,836
2등,18,로또명당,대구 달서구 월곡로 136 GS칼텍스 주유소 1층,836
2등,19,대한슈퍼,대구 달서구 학산로 215,836
2등,20,복권명당,대구 북구 구암동 671-11,836
2등,21,알리바이,광주 광산구 수등로 253 1층 알리바이,836
2등,22,월드25,경기 고양시 덕양구 화신로260번길 66,836
2등,23,로또명당,경기 고양시 일산동구 풍동 633번지 동국프라자2층1-2호,836
2등,24,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200,836
2등,25,마두역상행선 가판대,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽,836
2등,26,GS25(하안연서점),경기 광명시 하안동(하안4동) 01월 30일,836
2등,27,훼밀리슈퍼,경기 구리시 건원대로34번길 19 세신훼밀리타운102,836
2등,28,와부로또복권방,경기 남양주시 덕소로 94 와부약국내,836
2등,29,드림로또마켓,경기 수원시 권선구 금곡로 206 127호,836
2등,30,그날복권판매점,경기 수원시 권선구 하탑로 54 1층 GS25,836
2등,31,지우시스템,경기 안성시 덕봉서원로 43 1층,836
2등,32,종합복권나라,경기 양평군 북한강로 12 1층,836
2등,33,동백복권,경기 용인시 기흥구 동백중앙로 283 제1층 제비109호,836
2등,34,로또판매점,경기 포천시 호국로 1900,836
2등,35,대박예감,경기 화성시 영통로 36 1층,836
2등,36,드림로또,강원 원주시 행구로 158 1층,836
2등,37,CU(횡성점),강원 횡성군 횡성읍 읍하리 115-11,836
2등,38,두꺼비복권방,충북 청주시 서원구 산남로 47 104호,836
2등,39,로또복권방분평점,충북 청주시 서원구 월평로 78,836
2등,40,만복편의점,충북 청주시 흥덕구 봉명동(봉명1동) 900,836
2등,41,복권마을,충북 충주시 봉황1길 2,836
2등,42,필로또복권,충남 서산시 호수공원6로 64 1층,836
2등,43,비사벌쇼핑,전북 김제시 도작로 89,836
2등,44,로또복권토토위드미완주공단점,전북 완주군 과학로 1009,836
2등,45,38복권방,전북 전주시 완산구 용리로 118,836
2등,46,대박찬스,전북 정읍시 관통로 59,836
2등,47,강진로또판매점,전남 강진군 강진읍 남성리 May-55 청자골맛길 주변,836
2등,48,대운로또명당,전남 강진군 강진읍 동성리 218-15,836
2등,49,대운로또명당,전남 강진군 강진읍 동성리 218-15,836
2등,50,북부상회,전남 광양시 인덕로 1082,836
2등,51,알리바이(나주점),전남 나주시 나주로 142 알리바이,836
2등,52,새론마트내로또복권,전남 순천시 북문5길 5 새론마트,836
2등,53,종합복권방,전남 해남군 해남로 34,836
2등,54,나누리로또,경북 경산시 성암로15길 4 1층,836
2등,55,치산로또명당,경북 영천시 충효로 118,836
2등,56,행복충전소,경북 예천군 행복로 229 상가 102호,836
2등,57,행운,경남 거제시 장평3로 38-6,836
2등,58,GS25(김해서상점),경남 김해시 서상동 152-10번지 1층,836
2등,59,포시즌,경남 김해시 내외중앙로 99 복권판매점,836
2등,60,수산로또점,경남 밀양시 백산로 4 1층,836
2등,61,동원복권,경남 양산시 북정중앙로 30,836
2등,62,북마산복권전문점,경남 창원시 마산합포구 북성로 98,836
2등,1,토큰박스,서울 강북구 도봉로 334 KFC앞 가판,837
2등,2,까치(소식5),서울 도봉구 도봉로 733,837
2등,3,정원복권방,서울 도봉구 도봉로 468 1층 101-3호,837
2등,4,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr),837
2등,5,옥수역복권방,서울 성동구 한림말길 49,837
2등,6,원스탑,서울 송파구 백제고분로7길 39,837
2등,7,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,837
2등,8,가판대,서울 중구 을지로4가 28번지,837
2등,9,부일카서비스,부산 동구 자성로133번길 35,837
2등,10,부일카서비스,부산 동구 자성로133번길 35,837
2등,11,세진전자통신,대구 서구 서대구로 156,837
2등,12,복권왕국,인천 부평구 부흥로 359 1층,837
2등,13,알리바이신창점,광주 광산구 왕버들로 265 1층 103-1호,837
2등,14,현암꽃플라워,대전 동구 태전로 167,837
2등,15,천하명당복권방역전점,대전 동구 대전로 815,837
2등,16,플러스복권,대전 서구 대덕대로168번길 82 편의점 내,837
2등,17,한꿈복권방,울산 중구 번영로 586,837
2등,18,대박복권방,경기 부천시 고리울로 51 고강빌딩1층,837
2등,19,서현로또,경기 성남시 분당구 분당로53번길 21 222호,837
2등,20,가판점,경기 성남시 수정구 수정로 188,837
2등,21,한양복권방,경기 수원시 권선구 삼천병마로 1592-3,837
2등,22,대성식품,경기 수원시 팔달구 교동(매교동) 92-2,837
2등,23,스타복권,경기 양주시 평화로 1279,837
2등,24,GS25(수지수석점),경기 용인시 수지구 풍덕천동 1080-1번지 수석프라자103호,837
2등,25,명지나눔로또,경기 용인시 처인구 명지로 41 에이치탑용인빌딩5 제지1층 제비111호,837
2등,26,점촌생활용품점,경기 평택시 점촌로20번길 32 1층 상가,837
2등,27,훈민로또점,"강원 속초시 수복로 199-1 강원약초상회, 복권판매점",837
2등,28,CU(원주단관점),강원 원주시 단구동 1654-4 1층 cu,837
2등,29,CU(횡계점),강원 평창군 대관령면 횡계리 316-2번지,837
2등,30,세븐,충북 옥천군 옥천읍 하계리 75-3 세븐일레븐편의점,837
2등,31,대박마트,충북 청주시 상당구 원봉로 50 주공상가점포103,837
2등,32,왕대박유통,충북 청주시 흥덕구 서현동로 25 화인프라자 1층,837
2등,33,영약국,충남 금산군 인삼로 104,837
2등,34,행운로또판매점,충남 아산시 북수로 97,837
2등,35,행복만남천안터미널점,충남 천안시 동남구 터미널2로 26-1 1층(북쪽),837
2등,36,현대마트휴게실,전북 군산시 경포천동길 26,837
2등,37,진로베스토아,전북 익산시 동서로 359,837
2등,38,이마트24,전북 전주시 덕진구 견훤로 428,837
2등,39,복권나라,전북 전주시 완산구 서원로 289-6 1층,837
2등,40,대흥당,전북 정읍시 관통로 102,837
2등,41,광양복권전문점,전남 광양시 순광로 688,837
2등,42,희망복권방,전남 나주시 풍물시장1길 3,837
2등,43,금성복권방,전남 나주시 대호동(성북동) 236 GS편의점 내,837
2등,44,송도하우스,전남 목포시 영산로 525 목포터미널 내,837
2등,45,위드미(진양호점),경남 진주시 남강로 58 1층,837
2등,46,현대로또,경남 진주시 상평동 197-47번지 CU편의점 내,837
2등,47,경일통신,경남 창원시 마산회원구 북성로 340,837
2등,1,복권방,서울 강동구 천호대로176길 10-3,838
2등,2,구청앞로또명당,서울 강북구 수유3동 191-58번지,838
2등,3,새로나슈퍼,서울 강서구 강서로5나길 10,838
2등,4,성원,서울 구로구 구로동로26길 65 외1필지1층,838
2등,5,버스토큰판매소,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점,838
2등,6,대진전자,"서울 노원구 동일로 1355 1층,105호(상계동,상계주공2단지아파트)",838
2등,7,인동상회,서울 노원구 한글비석로 396 벽산아파트상가108-116,838
2등,8,복권천국방,서울 마포구 동교로 92 1층,838
2등,9,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr),838
2등,10,윤진복권방,서울 송파구 가락동(가락본동) 70 영남빌딩105호,838
2등,11,IGA(이가)편의점,서울 은평구 녹번동 252번지,838
2등,12,종합가판점,서울 은평구 통일로 749,838
2등,13,상호없음,서울 종로구 새문안로 103-1,838
2등,14,토토,서울 중구 세종대로18길 10,838
2등,15,부일카서비스,부산 동구 자성로133번길 35,838
2등,16,글샘서점,부산 동래구 충렬대로428번길 69-1,838
2등,17,토큰박스7호광장점,대구 달서구 달구벌대로 1714,838
2등,18,이마트편의점(달서송현),대구 달서구 송현로 32,838
2등,19,코사마트금강점,대구 달서구 용산로 204 1층 코사마트,838
2등,20,토토닷컴,대구 달성군 논공중앙로 166,838
2등,21,복권명당,대구 동구 반야월로 154,838
2등,22,복권명당(반고개네거리),대구 서구 달서로 2,838
2등,23,메트로센터점,대구 중구 달구벌대로 지하 2100 메트로센터C412호,838
2등,24,명당복권,인천 계양구 작전동(작전1동) 388-1,838
2등,25,마장대박로또,인천 부평구 산곡동(산곡2동) 261-8,838
2등,26,로또복권방,인천 서구 신현로 44 1층102호,838
2등,27,역전휴게마트,광주 북구 무등로 240,838
2등,28,금강수여울목,대전 대덕구 신탄진로 806-1,838
2등,29,금맥을캐다,대전 중구 대둔산로 472-1,838
2등,30,CU(달동초이스점),울산 남구 달동 1309-1번지,838
2등,31,노다지복권방,울산 남구 선암동 680-1번지 우주상가3호,838
2등,32,에스에프마트,울산 북구 동대17길 2,838
2등,33,복권백화점,울산 울주군 온덕2길 20,838
2등,34,모아마트,울산 울주군 석남로 873,838
2등,35,일산복권,경기 고양시 일산서구 중앙로 1493 애비뉴상가1090호,838
2등,36,대박DREAM,경기 광명시 광명로928번길 10,838
