상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
남산로또복권방,강원 홍천군 연봉중앙로 28 1층,,0,379 391 521 614 766 914 1062 1148,8,37.681664,127.87559
천하명당,강원 강릉시 연주로 312,570,1,499 620 653 654 911 989 1044 1046 1048 1088 1092 1105 1105 1132 1148,15,37.88015,128.826567
그린로또,강원 양양군 양양로 71,496 589 1042 1138,4,345 367 421 829 964 1062,6,38.074822,128.621421
드림로또,강원 원주시 행구로 158 1층,,0,387 539 836 1054,4,37.349278,127.942162
백억만로또,강원 춘천시 퇴계로 15 7B-3L,1133,1,852 885 905 924 946 963 982 1125 1140,9,37.866092,127.724514
황금로또,강원 원주시 현충로318번길 35 1층,342 392 474 548 612 671,6,421 495 517 582 677 752 796 797 799 806 807 841 859 895 941 1125,16,37.381991,127.950328
클로버로또,강원 춘천시 스무숲4길 25 1층,,0,286 745 964,3,37.900394,127.729111
드림복권전문점,강원 춘천시 춘주로 195,996,1,316 406 429 578 741 951 1086 1086,8,37.860357,127.727822
복권나라,강원 원주시 평원로 23 1층,487 992 1100 1126,4,274 287 438 703 716 739 741 792 821 829 878 904 1120,13,37.348928,127.952646
복권나라,강원 속초시 중앙로 28,451 1088,2,530 761,2,38.198736,128.580134
행운의시작복권전문점,강원 삼척시 사대안길 5 8통1반,768 816,2,277 378 385 408 513 625 684 799 839 869 954 955 976 980 984 1047 1047 1047 1110 1112,20,37.444269,129.165418
주택복권방,강원 원주시 우산초교길 29 1층,917 1084 1115 1123 1143,5,315 809 887 1019 1035 1059 1124 1128 1137 1147,10,37.367352,127.937901
행운유통,강원 원주시 남원로 656 1층,,0,292 297 406 575 677 970 1032 1034 1040 1053 1086,11,37.341161,127.953918
복권나라,강원 원주시 원일로 219 1층,323,1,272 273 352 378 399 481 485 528 542 567 641 676 712 729 766 826 1036 1090 1123,19,37.355987,127.943915
TO TO,강원 강릉시 주문로 55,,0,430 441 639 747 832 835 847 1005 1015,9,37.8889,128.825548
프로토원주점&&#35;40;복권나라&&#35;41;,강원 원주시 북원로 2706 1층,,0,264 272 277 710 756 788 833 962 1081 1087 1091 1105,12,37.385077,127.947905
진평양행,강원 강릉시 임영로 107,895 1038 1050 1128,4,282 302 338 418 436 460 485 506 602 603 625 644 745 747 772 778 800 806 861 904 911 912 919 921 948 969 978 1032 1059 1067 1068 1084 1085 1104 1108 1109 1118,37,37.751261,128.894075
슈퍼맨편의점,강원 강릉시 경강로 2113 꽃사슴복권방,1017 1128,2,277 406 663 671 710 720 820 857 970 993 1035 1084 1110 1144,14,37.756041,128.897562
역전복권방,강원 춘천시 영서로 2259 1층,,0,435 487 724 794 802 811 1046 1049,8,37.863767,127.723196
종합복권나라,강원 원주시 남원로 619 1층,1111,1,541,1,37.338478,127.951315
동해복권전문점,강원 동해시 발한로 226-1,852 1067,2,936 951 1023 1127,4,37.549697,129.108607
복권닷컴,강원 양양군 양양로 62,521 544 731 860 1077 1077,6,298 517 654 856 980 1032 1040 1041 1139,9,38.075512,128.622326
왕대박복권,"강원 속초시 번영로 142 1층, 102호",378 743 976,3,449 467 552 573 636 640 719 761 764 841 863,11,38.211353,128.589321
복권전당,강원 속초시 동해대로 4007 1층,897,1,270 363 426 712 781 859 876 943 1005,9,38.189826,128.596589
토토세상,강원 원주시 조엄로 215 1층,1130,1,318 442 573 697 969 1146,6,37.360429,127.860399
황금대박복권,강원 원주시 중앙시장길 36 1층,,0,283 482 711 808 810 895 1089 1104,8,37.350952,127.950265
인제복권방,강원 인제군 비봉로 11-1,759 839 1061 1072,4,546 719 970 1010 1029 1069 1072 1110 1134,9,38.068174,128.172743
대박의터,강원 춘천시 영서로 1786,916 1045,2,509 616 809 815 841 855 920 926 987 987 987 987 987 997 1058 1074 1133,17,37.836243,127.760082
복권나라,강원 태백시 황지로 215-1,,0,532 628 694,3,37.176523,128.987297
돈벼락복권,강원 태백시 번영로 356,893 1030,2,287 406 440 528 543 579 624 793 803 817 857 898 986 993 996 1045 1135,17,37.171456,128.99202
복권나라,강원 평창군 청송로 101,,0,344 534 618 627 798 816 865 874 874,9,37.636794,128.557645
프로토용강점,강원 강릉시 토성로 122 1층,,0,563 569 624 729 1009 1057,6,37.753943,128.890178
전우사,강원 춘천시 금강로 44,999,1,832 1057 1080,3,37.880597,127.727026
행복한로또,강원 평창군 경강로 1652 1층,,0,740 858 924 979 1062,5,37.585598,128.415038
로또하기좋은날,강원 양구군 비봉로 39 행운마트,812,1,725 874 925 925 960 1012 1106,7,38.105659,127.98678
로또쉼터,강원 원주시 여원로 2175 1층,,0,895 984 1077,3,37.319807,127.830033
천하명당,강원 철원군 금학로 195-2,841,1,756 902,2,38.206325,127.21916
연봉로또,강원 홍천군 갈마로 71 1층,,0,687,1,37.695664,127.903722
강릉성산점,강원 강릉시 구산길 58 1층 복권판매점,763,1,714 738 744 779 1083 1137,6,37.715825,128.830596
속초등대로또복권,강원 속초시 영금정로 23,1044,1,656 656 663 830 835 1115,6,38.212677,128.599056
세븐일레븐삼척삼원점,강원 삼척시 중앙로 185 세븐일레븐삼척삼원점,494 757 872,3,426 889 897 1002 1018 1027 1120,7,37.440215,129.167512
개운로또,강원 원주시 행구로 45 1층,,0,1030,1,37.341625,127.960768
황금복돼지복권방,강원 삼척시 정상로 69,,0,705 726 746 753 823 984 1032 1032 1032 1032 1032 1058 1080,13,37.447836,129.174864
봉평명당,강원 평창군 기풍로 145,818 1131,2,1114 1118,2,37.615484,128.378048
동해복권방,강원 강릉시 하평길 40,565 1064 1141,3,479 555 765 862 901 907 950 958 1033 1130 1133 1143,12,37.770156,128.912977
천하명당,강원 춘천시 삭주로 126-1 1층,,0,453 648 770 901,4,37.884775,127.744515
나눔로또왕대박,강원 원주시 남원로 70 1층,,0,272 553 656 709 805 1073 1135,7,37.302179,127.920122
입암복권방,강원 강릉시 입암로 157 103호,735,1,430 559 873 1106,4,37.759714,128.918413
동명수퍼,강원 속초시 중앙로 205 GS25동명점,668 859 883,3,341 376 402 548 586 610 631 631 656 658 672 830 844 860 864 880 889 912 928 944 958 1009 1038 1073 1077 1104 1135 1137 1140 1146,30,38.208916,128.592731
창원편의점,강원 원주시 모란1길 69 1층,,0,314 924 933 977 1088 1088,6,37.361582,127.932959
로또한마당,강원 철원군 명성로 172-1,,0,278 344 504 529 612 626 645 1027 1124,9,38.147021,127.30797
국가대표복권방,강원 영월군 중앙로 68 1층,895,1,587 685 924 1081,4,37.183302,128.471171
또이대박로또,강원 원주시 입춘로 73 103호,526,1,383 923 1071,3,37.331317,127.951851
북원복권,강원 원주시 단관초교길 7 상가,,0,392 838 911 986 1128,5,37.317456,127.965506
흥양마중물,강원 원주시 치악로 2335 1층,398 646 739 871 883 1131 1139,7,565 806 894 897 907 913 951 981 1020 1062 1133 1138,12,37.383702,127.975376
노다지복권,강원 삼척시 중앙시장길 48-49,844,1,332 421 475 662 741 846 851 875 978 1022 1022 1117,12,37.442389,129.16716
신운복권,강원 정선군 정선로 1333-1 복권방,642 730,2,348 546 792 1048 1072 1098,6,37.379654,128.662132
복권명당,강원 태백시 황지로 32,388,1,399 451 487 550 666 779 779,7,37.161563,128.990885
복권마트 &amp; 씨스페이스 홍천점,강원 홍천군 홍천로 409 1층,513 612 877 984 1045,5,689 746 803 814 849 850 866 866 880 928 1011 1037 1054 1076 1099 1104 1107 1119 1134,19,37.690258,127.889472
삼성24시편의점,강원 원주시 원일로 162 1층,464 464,2,645 774 781 866,4,37.352927,127.946614
나눔로또판매점,강원 원주시 원문로 1682 상가 102호,,0,778 1042,2,37.316628,127.827379
너브내로또,강원 홍천군 홍천로 337 1층,,0,987 1074 1116,3,37.688636,127.882752
나눔로또 민둥산점,강원 정선군 무릉1로 109 1층,,0,879 1088,2,37.244846,128.775453
사계절로또,강원 속초시 배움터길 4,,0,1062,1,38.198946,128.571301
부경 로또방,강원 동해시 효자남길 4 나동 1층 105호,,0,781 1003 1015 1105,4,37.486628,129.108546
153황금복권,"강원 속초시 조양로 40 상가, 108동 105호",,0,702 708 952 981 1099 1130,6,38.1867,128.5968
행운로또판매점,강원 춘천시 춘천로 227 1층,,0,1028,1,37.878297,127.738884
억조원복권,강원 동해시 효자남길 28-2 1층 101호&#40;동회동&#41;,,0,,0,37.488813,129.109627
금강,강원 양양군 동해대로 3557,,0,829 876 1057 1061 1079,5,38.15451,128.607618
훈민로또,"강원 속초시 수복로 199-1 강원약초상회, 복권판매점",,0,837 940 1029,3,38.205503,128.588737
GY 라인,강원 삼척시 청석로 67 129호 교동나눔로또복권방,,0,,0,37.448359,129.176285
왕대박복권전문점,강원 동해시 중앙로 234 이주민상가1층18호,700 781 945,3,524 548 746 799 943 982 1032 1072 1087,9,37.521708,129.115005
우두로또,강원 춘천시 영서로 2786 1층,842 896 1016,3,943 949 959 968 983 1007 1020 1024 1030 1030 1030 1030 1030 1039 1056 1057 1057 1062 1077 1142,20,37.901934,127.72848
영균로또,강원 춘천시 후석로186번길 10-1 1층,,0,,0,37.862534,127.739298
경남슈퍼철물,강원 동해시 일출로 71 경남슈퍼,,0,987,1,37.552404,129.115516
복돼지복권방,"강원 춘천시 후석로 288 1층, 9호",,0,803 925 959 1037,4,37.877164,127.752175
돼지 꿈꾼날,강원 삼척시 임원중앙로 40,,0,924 1001,2,37.17536,129.336851
철암로또점,강원 태백시 장성로 37,1124,1,953 1149,2,37.101752,129.009913
로또수현점,강원 원주시 강변로 315 1층,,0,1009,1,37.335837,127.961796
택지로또,강원 강릉시 솔올로 93 1층 2호 토스트굽는사람들,,0,1034,1,37.770208,128.878886
북평로또,강원 동해시 대동로 93 1층,,0,1045 1062,2,37.4807,129.1283
스무숲로또,강원 춘천시 안마산로 350 1층,,0,1073,1,37.850588,127.749047
신림아모르,강원 원주시 치악로 8 1호 1층 &#40;중간상가&#41;,,0,,0,37.229461,128.082174
만천황금로또,강원 춘천시 춘천순환로 515 1층,,0,,0,37.885685,127.761335
유천복권방,강원 강릉시 선수촌로 79-29 104호,,0,979 1013 1079 1094 1126,5,37.757777,128.866921
거두로또,강원 춘천시 춘천순환로 61-26 1층,1109,1,1035 1127 1138,3,37.856139,127.752347
대원로또,강원 홍천군 영서로 2686 1층 대원공인중개사,,0,1006,1,37.704378,127.853345
에이스복권판매점,강원 강릉시 경강로 2537 가동 101호&#40;견소동&#41;,,0,,0,37.77408,128.937
황금복권방,강원 인제군 인제로 232,1019,1,1008,1,38.070526,128.175563
혁신로또,강원 원주시 양지로 58-1 1층 정수제고로케,,0,,0,37.326318,127.985012
명당복권,강원 철원군 금학로 253,,0,943 951 1121,3,38.210866,127.216016
공지천복권방,강원 춘천시 영서로 2492 1층,,0,,0,37.880796,127.713459
더블로또,강원 양구군 양구새싹로 22 1층 GS25,1000,1,1068,1,38.102083,127.987883
비봉로또,강원 양구군 비봉로 64-4 1층,,0,,0,38.107456,127.987203
사내로또,강원 화천군 문화마을1길 113 1층,1019,1,992 1056,2,38.067761,127.522922
행운로또판매점,강원 철원군 금학로210번길 13 1층 정육점,,0,1013 1052 1111,3,38.208005,127.220095
해피데이,강원 춘천시 행촌로 11 한성아파트상가102호,462,1,523,1,37.858654,127.722325
홍천중앙로또,강원 홍천군 마지기로 40 1층 세븐일레븐,,0,1096,1,37.69331,127.887156
주천로또,강원 영월군 송학주천로 1420,,0,,0,37.2697,128.2702
역전복권방&amp;휴대폰,강원 태백시 광장로 17 1층 1호&#40;황지동&#41;,,0,,0,37.177613,128.985627
매일로또,강원 춘천시 순환대로 940 1층 119호,,0,1096,1,37.863606,127.777648
복권판매점&&#35;40;로또옥&&#35;41;,강원 춘천시 행촌로 44 1층,,0,1097,1,37.860194,127.725163
로또명당,강원 춘천시 춘천로 183 1층,,0,1000 1043 1100,3,37.876704,127.734586
기린로또,강원 인제군 내린천로 4006,,0,1021 1078 1078 1078 1078,5,37.953765,128.316343
행운 복권,"강원 동해시 임항로 55 상가동 202-5 가,나호&#40;부곡동,삼정2차아파트&#41;",,0,,0,37.538921,129.107854
남부시장 로또,강원 원주시 치악로 1814-1 1층,,0,,0,37.344271,127.955232
찰칵스튜디오,강원 철원군 삼부연로 14 찰칵스튜디오,,0,,0,38.145117,127.309404
윈 로또판매점,강원 원주시 한지공원길 212 1층,,0,,0,37.338304,127.931806
공단로또,강원 원주시 우산공단길 11 1층,,0,1073 1099 1130,3,37.374213,127.941584
평화복권방,강원 화천군 상승로 25-1 1층,,0,1139,1,38.103448,127.703173
금강산로또,강원 양구군 춘양로 2888 1층,1064 1064,2,1108,1,38.106611,127.988967
강릉 더샵 로또,강원 강릉시 입암로29번길 11 상가동 101호&#40;세븐일레븐 강릉더샵점&#41;,,0,,0,37.74962,128.917412
은하수로또,강원 태백시 번영로 17 1층,,0,,0,37.146428,128.986932
용지복권,강원 강릉시 용지로 103 &#40;옥천동&#41;,,0,,0,37.758849,128.905406
행운로또,강원 영월군 하송로 107 1층 101호,,0,,0,37.1795,128.46
 또지로또 &amp; 씨스페이스 치악산점,강원 원주시 행구로 357 1층,,0,,0,37.343941,127.995566
도계복권방,강원 삼척시 도계로 287-2,1041 1126,2,,0,37.234909,129.044643
삼거리복권,강원 삼척시 삼척로 331,,0,1072 1079 1135,3,37.168084,129.339281
설악슈퍼,"강원 속초시 중앙시장로 116 중앙시장내, 설악슈퍼",1099,1,895 920 974,3,38.204492,128.591032
탑로또,강원 원주시 단구로 305 1층 세븐일레븐,,0,1109,1,37.328784,127.958392
오대산복권,강원 평창군 진부중앙로 145-1 1층 1호,,0,1015 1021 1028,3,37.643413,128.561381
우정로또,강원 강릉시 회산로 372 1층 3호&#40;회산동&#41;,,0,,0,37.741002,128.868376
등대로또복권방,"강원 동해시 해맞이길 215 상가동 104,105호",,0,,0,37.5591,129.113
현이네 로또,강원 원주시 양지로 8 101호,,0,1062 1079 1148,3,37.325254,127.97913
신남행운복권방,강원 인제군 신남로 45,,0,,0,37.9673,128.0786
중앙시장복권,"강원 삼척시 진주로 15 11호&#40;남양동, 현대타운&#41;",,0,,0,37.442054,129.163877
서석로또,강원 홍천군 구룡령로 2511 1층,,0,1116 1116 1129,3,37.713359,128.184215
영미복권마트,강원 홍천군 무궁화로 37 1층,,0,,0,37.68353,127.8732
강릉복권,강원 강릉시 강릉대로 455,,0,,0,37.774,128.912811
일등당첨,강원 영월군 봉래산로 41 101호,,0,,0,37.186924,128.472299
천매로또,강원 원주시 남원로442번길 16 1층,,0,,0,37.324269,127.942231
정선로또복권,강원 정선군 녹송로 77-1 1층,,0,,0,37.383891,128.670726
제일백금사,강원 춘천시 약사고개길 1 1층 금은방,1130,1,,0,37.877902,127.72501
동행복권,강원 춘천시 거두택지길 25 상가동 1층 104호,,0,,0,37.877902,127.72501
떡두꺼비복권방,강원 원주시 원문로 641 1층,1080,1,1048 1063,2,37.353002,127.899531
한우로또,강원 횡성군 화성로 41 1층,,0,,0,37.494166,127.990196
복권판매점&&#35;40;호반초교점&&#35;41;,강원 춘천시 세실로 196 1층,,0,,0,37.874649,127.758124
새록로또,강원 원주시 신지정로 212 1층 101호,,0,,0,37.374614,127.873741
태백골 복권,강원 태백시 백두대간로 12 &#40;화전동&#41;,,0,,0,37.18187,128.97845
사북로또,강원 정선군 사북중앙로 77 1층,,0,985 1022 1025,3,37.226964,128.823198
평창로또,강원 평창군 평창중앙로 42,1123,1,1119,1,37.367919,128.395599
중앙로또,강원 양구군 장터길 27 1층 중앙청과,1138,1,,0,38.103436,127.989941
럭키복권점,강원 강릉시 강릉대로 305,1122,1,1043 1091 1094 1126 1144,5,37.763883,128.901554
한방로또복권,강원 평창군 대화중앙로 117,,0,,0,37.499511,128.455032
영월역점 로또,강원 영월군 영월로 2103-1 1층&#40;이마트24 영월역점&#41;,,0,,0,37.18263,128.48028
태평양로또,강원 원주시 신촌길 38 1층,,0,1101,1,37.397591,127.948652
카페리움&&#35;40;토지로또&&#35;41;,강원 원주시 나비허리길 57-5 1층,,0,1147,1,37.324289,127.959444
민들레점,강원 삼척시 척주로 129,,0,1127,1,37.4419,129.1772
서화 복권방,강원 인제군 서화길 4-5 용사의집,,0,,0,38.25265,128.20905
황지복권방,강원 태백시 시장북길 3 1층 에이치호,,0,1111 1132,2,37.1731,128.9919
명성복권방,강원 강릉시 강릉대로 329-2 1층,,0,,0,37.765567,128.903519
관동양행,강원 강릉시 범일로 597 1층 104호&#40;내곡동&#41;,,0,,0,37.741103,128.879855
대박로또명당,강원 동해시 동호3길 2,,0,,0,37.54538,129.103129
서문로또,강원 양양군 양양로 159-5 1층,,0,1132,1,38.073736,128.611924
엠에스리테일점,강원 춘천시 춘천순환로 600 MS마트 상가,,0,1047 1139,2,37.892464,127.757386
로또매니아,강원 춘천시 춘천순환로 790 1층,,0,1059 1102 1126,3,37.909041,127.752689
산양복권판매점,강원 화천군 영서로 7716 1층,,0,,0,38.207042,127.662701
일등 남원주점,강원 원주시 늘품로 19 1층,,0,995 1000 1018 1082 1092,5,37.321783,127.949641
법원로또,강원 원주시 무실로 300 상가 101호,1001,1,1018 1028 1041 1043 1069 1124,6,37.33498,127.932668
