상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
노다지복권방,울산 울주군 태화8길 57,,0,291 338 447 524 621 688 766 924 1008 1043 1084 1136 1147,13,35.415203,129.281291
대박이네,울산 중구 구교로 163,464,1,566 936 1003 1011,4,35.55929,129.340083
로또명당,울산 남구 대학로 27 106호,,0,666 952,2,35.538523,129.255642
복권백화점,울산 남구 수암로 52,1098,1,290 490 746,3,35.530805,129.313734
로또토토,울산 남구 삼산중로48번길 13 1층,351,1,496 499 618 940,4,35.538181,129.337206
복권백화점,울산 남구 어은로 12 1층,,0,322 464 480 553 795 920 923 935 944 966,10,35.550279,129.273659
복권방&&#35;40;행운열차&&#35;41;,울산 중구 다운로 114,676,1,501 506 569 613 713 905 968 1017 1083,9,35.563121,129.267293
영24시,울산 동구 월봉로 60,,0,579 786 902 983 1053,5,35.493959,129.424541
송정마트,울산 동구 월봉4길 29,718,1,746 1100,2,35.489582,129.418431
미보라복권방,울산 중구 염포로 15,,0,524 540 788,3,35.559396,129.343236
CN마트,울산 동구 대학길 76 1층102호,565 823,2,272 289 357 813 870 1066 1144,7,35.498411,129.421878
복권나라,울산 동구 화문로 76 111동101호,,0,496 684 739 741 793 904 904 915 917 1055,10,35.482442,129.41666
지에스25 울산동구남목점,울산 동구 동해안로 27,735 869,2,599 786 870 898 953 970 1020 1040 1089 1124 1140 1143,12,35.541867,129.426358
씨엔복권,울산 중구 염포로 34,,0,418 510 685 738 806 1051 1101 1144,8,35.559896,129.345208
LOTTO25,울산 남구 대암로 14 111호,,0,286 526 914 1048 1121,5,35.530404,129.317578
모닝마트,울산 남구 신정로88번길 49,,0,426 784 869,3,35.541056,129.325716
CN마트,울산 중구 곽남4길 2 1층,,0,319 335 349 463 498 506 561 626 692 746 934 951 979 979 979 1056 1062,17,35.570186,129.34038
대박복권 편의점,울산 울주군 구영로 162 1층 102호,516,1,338 360 498 626 681 806 872 1019 1103,9,35.568239,129.243726
우리들옥교점,울산 중구 종가2길 2-1 1층 101호&#40;유곡동&#41;,,0,,0,35.56002,129.29521
이마트24울산삼산본동점,울산 남구 돋질로 445,612 811 963,3,418 625 645 697 714 738 954 956 970 1057 1090 1122,12,35.54275,129.353541
이마트24울산삼산현대점,울산 남구 삼산로267번길 6-6 1층 101호,,0,343 566 871 1050,4,35.539675,129.336488
보람복권방,울산 남구 화합로194번길 18-1 1층,315 579 584 773 1099 1109 1119,7,292 333 420 478 500 534 536 549 561 596 611 646 727 742 752 772 786 812 826 842 904 914 914 976 1005 1019 1027 1037 1083 1124 1130 1143 1146,33,35.541854,129.341563
우리들공업탑점,울산 남구 수암로 21,323 405 758 770 924,5,364 578 792 792 810 922 947 948 968 1019,10,35.532272,129.31059
슈팅복권마트,울산 동구 대송로 69,,0,635 914,2,35.501968,129.424744
썬빌리지신정점,울산 남구 중앙로 294,,0,658 718 722 840 952 986 987,7,35.546855,129.309713
수암완구,울산 남구 수암로 118,880,1,327 478 500 540 600 696 699 849 871 873 912 925 958 975 994 1006 1007 1047 1068 1097,20,35.528092,129.320212
대박찬스,울산 북구 염포로 531 복권판매점,,0,384 491 550 656 724,5,35.544036,129.38503
종점할아버지,울산 북구 동대5길 18 102호,,0,852 961 1017 1023,4,35.62856,129.353797
에스에프마트,울산 북구 동대17길 2,273,1,489 571 654 771 838 898 912 926 949 980 1057 1057 1057 1057 1057 1057 1073 1133,18,35.630304,129.351601
대박복권방,울산 동구 진성8길 133,272,1,274 296 305 347 367 567 616 686 696 698 790 935 1044 1079,14,35.511424,129.429749
로또명당진하점,울산 울주군 해맞이로 1578,311 491 985,3,835 852 959 959 967 1034 1049 1053 1057 1069 1069,11,35.382608,129.342323
지에스25&&#35;40;울산우정선경점&&#35;41;로또,울산 중구 우정3길 12,395,1,617,1,35.559051,129.311269
천일복권방,울산 중구 반구정6길 60 1층건물내,839,1,499 1044,2,35.558652,129.345541
꿈샘복권,울산 중구 구교로 266 휴대폰가게 내,906,1,790 842 1031 1101,4,35.567777,129.343336
복받는복권방,울산 중구 중앙길 77-1,774,1,485 620 853,3,35.555425,129.317998
대박찬스,"울산 중구 명륜로 40 상가동 101호&#40;우정동, 삼우아파트&#41;",,0,,0,35.555682,129.310824
복권방,울산 중구 번영로 455 GS편의점 내,,0,348 434 935,3,35.563187,129.333649
이마트편의점,울산 남구 삼산로143번길 23 이마트24울산동평점,620,1,358 572 719 931,4,35.538299,129.322056
미니스톱 울산동진점,울산 동구 동진로 4 1층 편의점,375 1084,2,450 587 608 612 629 632 682 777 778 981 981 1068 1100 1142,14,35.486737,129.42564
공원복권방,울산 남구 대학로 60 제에이동 1층 가운데,323 559,2,657 801 1099 1102,4,35.54068,129.25827
영화유통&&#35;40;1등복권방&&#35;41;,울산 남구 신정로 19 삼성아파트 상가 204-101,343 485 487 522 541 705 797 1050 1054 1060 1065 1102 1144,13,278 288 307 309 342 381 401 436 448 479 524 530 534 549 555 556 561 568 573 588 594 647 656 663 707 710 712 713 719 747 751 768 770 774 847 862 868 874 892 895 907 928 974 993 993 1001 1015 1021 1042 1057 1057 1057 1057 1068 1074 1092 1093 1095 1104 1106 1112 1119 1120 1122 1138,65,35.533833,129.322055
천하복권방,울산 동구 전하로 29,343 774,2,263 304 311 444 472 567 594 599 692 718 1022 1108,12,35.512435,129.427501
대박명당,울산 남구 중앙로 154,1024 1043,2,570,1,35.534961,129.314429
금화복권방,울산 남구 신정로 151-1,791,1,492 559 607 632 642 692 751 926 1113,9,35.5451,129.318059
셀피아,"울산 북구 무룡로 29 울산광역시 북구 연암동 417-1, 1층",511 886,2,770 1130,2,35.58109,129.363573
행운열차복권방,울산 울주군 반구대로 833-1,,0,890 894 1047 1057 1074,5,35.564659,129.127435
사랑정보통신,울산 울주군 온덕2길 20,,0,572 838 1098,3,35.435056,129.310704
덕하복권명당,울산 울주군 덕하로 238,294 623,2,356 433 468 588 636 702 753 755 806 847 871 888 915 916 938 953 986 1022 1057 1075 1077 1106 1128 1140,24,35.49198,129.305162
일등복권방,울산 중구 북부순환도로 879,1144,1,457 530 855 1057,4,35.580968,129.346115
참조은 복권,울산 중구 성안로 167 금관상가1층,883,1,381 599 695 926 969,5,35.575464,129.31623
한우리마트,울산 남구 두왕로78번길 5-2 태양체인물류센타옆,426,1,774,1,35.510427,129.309799
모닝마트삼산본점,울산 남구 정동로80번길 13 1층,,0,1108,1,35.541169,129.345791
모닝마트,울산 남구 장생포고래로 183,896,1,399 804 1018,3,35.501973,129.374675
프라임24시편의점,울산 북구 아진로 78,,0,297 418 422 464 480 503 568 633 636 644 720 740 751 765 894 949 1071 1075 1082 1119,20,35.630455,129.340395
보경복권,울산 북구 명촌6길 7,431 680 709,3,265 324 501 536 611 790 884 901 972 1021 1022,11,35.558064,129.360286
아이러브마트복권방,울산 중구 유곡로 19-1,325 326 428 438 688 790 982 1047 1062,9,522 523 578 797 984 1050 1063 1107 1119 1120,10,35.556382,129.307248
우리들덕신점,울산 울주군 덕신로 273,422,1,327 522 593 652 749 753 789 794 890 894 901 959 1039 1039 1079 1100 1116 1118,18,35.434178,129.3114
온양복권판매점,울산 울주군 남창3길 6,,0,681 858 946 1038 1042,5,35.417667,129.281753
로또구영편의점,울산 울주군 구영로 100 구영프라자1층111호,847,1,778 921,2,35.573645,129.241389
준복권방,울산 북구 명촌로 91 평창리비에르2차상가 105호,,0,682 697 721 803,4,35.551852,129.353522
무지개마트,울산 울주군 덕신로 488,,0,,0,35.439531,129.332454
윈윈로또,울산 남구 거마로134번길 13,,0,671 779 950,3,35.53861,129.304859
대박로또,울산 남구 번영로75번길 38,987 1068 1068,3,,0,35.531364,129.325897
일등복권마트,울산 동구 학문로 13,,0,969,1,35.502668,129.427598
무판안경시청점,울산 남구 돋질로 3 201동 114호,1019,1,305 515 605 787 866 897 1091,7,35.536812,129.306403
한꿈복권방,울산 중구 번영로 586,372 553 757 839 991 1010 1041 1094 1143,9,287 295 396 477 497 500 515 539 598 630 636 682 724 752 837 851 863 918 1016 1095 1096 1097 1116,23,35.568793,129.345885
이마트24중울산점,울산 중구 옥골샘4길 21,363,1,377 473 569 570 686 728 831 831 869 920 1145,11,35.557142,129.323823
이마트24 울산목화점,울산 남구 달삼로 25,,0,669 670 674 690 807 820 901 934 957 972 1073,11,35.535843,129.331968
그린복권방,울산 북구 상방로 88 1층그린플라워,,0,573 603 643 839 912 930 948 1065 1089 1146,10,35.589452,129.365805
로또25시,울산 남구 수암로 288-1,409 467,2,403 517 685 841 859,5,35.521368,129.335881
로또복권,울산 남구 꽃대나리로 71,,0,305 432 470 718 926 976 1007 1020 1071,9,35.533759,129.33796
에브리데이,울산 동구 대송로 103-1,822,1,361 539 546 619 684 705 749 856 878 883,10,35.498967,129.423989
행운복권방,울산 중구 반구정6길 18-4,613,1,315 320 367 827 861 875 935 977,8,35.556201,129.345734
1등복권방,울산 울주군 동문길 84,401 695,2,371 548 807 831 845 864 905 953 1001 1004 1135,11,35.564197,129.124609
행운복권방,울산 울주군 연안1길 3 상아아파트상가107,,0,348 442 458 500 743 769 937,7,35.409524,129.28215
화정복권방,울산 동구 대학길 174,,0,287 1047 1148,3,35.496857,129.426802
오렌지24시마트,울산 북구 명촌4길 10 1층,,0,268 851 921 977 1125,5,35.558081,129.358064
대림통상,울산 중구 신기14길 1 일신아파트상가102호,410 574 746 921,4,272 351 453 487 500 597 671 709 790 853 913 1060 1124,13,35.55233,129.297769
토토복권방&&#35;40;병영점&&#35;41;,울산 중구 병영로 11,670,1,779 859,2,35.570312,129.345951
조은복권방,울산 남구 수암로 124,466 697,2,374 690 737 884 1149,5,35.527669,129.320785
천하명당&&#35;40;염포점&&#35;41;,울산 북구 염포로 643,543,1,266 385 465 470 542 628 744 755 910 1029 1144,11,35.534892,129.389776
모닝마트&&#35;40;학성점&&#35;41;,울산 중구 학성로 189,405 997,2,573 814 884 1052 1120 1120 1120 1120 1120,9,35.557096,129.331674
복드림로또방,울산 중구 유곡로 70,,0,788 821 930 1051,4,35.557748,129.302402
동울산일등편의점,울산 동구 진성3길 19,,0,711 841,2,35.509961,129.428935
에이스로또,울산 동구 진성12길 86 e마트24시내,,0,454 582 804 996 1114,5,35.508902,129.42717
또로또,울산 남구 신정로68번길 47,1074,1,865 949 1000 1059,4,35.539279,129.326159
대한유통,울산 북구 박상진11로 1 1층112호,1037 1089,2,922 992 1034 1097,4,35.600492,129.364843
명당로또,울산 남구 팔등로 65,1012,1,1138 1140,2,35.545662,129.313444
가람,"울산 중구 병영로 28-1 1층, 부동산",1099,1,797 867,2,35.571987,129.346311
모닝마트로또점,울산 남구 테크노산업로82번길 62,,0,767 824 876 947,4,35.5175,129.2949
천상복권방,울산 울주군 천상길 17 1층 101호,,0,718 871 913 1084,4,35.561731,129.229908
태평로또판매점,울산 울주군 솔밭2길 2,,0,1079 1079 1079 1079,4,35.408296,129.287437
부자로또,울산 남구 월평로 238,902,1,712 800 822 1042,4,35.546935,129.330827
동성슈퍼,울산 울주군 북문1길 7 101호,929,1,860 886 917 932 939 1030 1047 1048 1048 1148,10,35.570964,129.120394
예가유통,울산 북구 화동로 6 1층 복권방,,0,679 735 818 1001,4,35.591359,129.369016
샘복권방,울산 울주군 천상중앙길 69,429 697,2,629 708 749 760 903 928 1046,7,35.56302,129.228732
금돼지로또방,울산 동구 문재로 53,1114,1,900 959 1052,3,35.485783,129.420303
형제할인마트,울산 울주군 신온9길 54,,0,,0,35.427819,129.310895
모아마트,울산 울주군 석남로 873,,0,838,1,35.613617,129.07212
복권방,울산 중구 함월6길 63 103호,,0,,0,35.574859,129.308033
행운마트,울산 북구 산하중앙2로 277 b102호,,0,,0,35.635329,129.438051
영규복권방,울산 중구 곽남길 27,,0,1007,1,35.56867,129.341062
이마트24남목대박점,울산 동구 동해안로 4,,0,,0,35.540125,129.424841
로또세상,울산 동구 꽃바위로 206 1층101호,,0,1060 1114,2,35.479249,129.41392
대박복권,울산 중구 명륜로 64-1 1층 복권방,,0,,0,35.557394,129.311035
복권방,울산 울주군 덕남로 87,1019 1062,2,1072 1084,2,35.429322,129.306781
진대박 로또복권방,울산 동구 대송로 139,,0,944 1074,2,35.495895,129.423099
진승복권방,울산 울주군 신온4길 3-16,,0,920 994 1142,3,35.431037,129.309338
영희복권방,울산 동구 진성8길 53 무주슈퍼 내,879,1,1053,1,35.507307,129.429065
우신유통,울산 남구 어은로 33,,0,927 985 1055,3,35.55211,129.274428
복권판매점,울산 동구 대송로 17-1,,0,1102,1,35.504107,129.427472
행복로또,울산 남구 수암로 169,,0,956 998,2,35.527072,129.325323
황금열쇠복권방,울산 북구 신천로 101 103호,,0,936 958 1070 1071 1082,5,35.646487,129.352565
꿈드림 복권방,울산 울주군 남문길 21,,0,1109 1126,2,35.564844,129.122333
옥교대박점,울산 중구 옥교3길 94 &#40;학산동&#41;,,0,,0,35.553344,129.33134
로또빙고,울산 남구 거마로 7-1 1층,,0,,0,35.53516,129.295347
초이스 로또,울산 남구 화합로125번길 9 CU달동초이스점내,1044,1,1041 1062 1143,3,35.535621,129.339248
솔로몬,울산 울주군 연안7길 19 1층,,0,1065,1,35.407399,129.283002
대박로또판매점,울산 동구 진성12길 61,,0,1002 1106 1114,3,35.507663,129.426738
상북행운복권,울산 울주군 상북로 295 공인중개사사무소 내,,0,,0,35.590945,129.08915
로또앤커피,울산 남구 번영로150번길 17 1층,,0,1092,1,35.539265,129.329741
황금지&&#35;40;구이화건설&&#35;41;,울산 중구 다운로 29,,0,970 1122,2,35.557472,129.273195
동현복권,울산 남구 신복로72번길 28-45 104호 이마트24무거신복점내,,0,941 959,2,35.553341,129.256185
대박명당,울산 북구 매곡로 93-2,,0,967 1027 1048,3,35.641517,129.35465
로또 복권,울산 울주군 동부8길 21,,0,1057 1079,2,35.564836,129.12621
복누리,울산 남구 북부순환도로1번길 12,,0,1129,1,35.551434,129.263221
나이스로또복권,울산 울주군 덕망로 93 1층,,0,1004 1050 1060,3,35.440615,129.304765
신천명당,울산 북구 박상진3로 55 상가1동 106호,,0,,0,35.603638,129.366599
선SUN,울산 북구 명촌7길 13 상가 1층,,0,,0,35.555642,129.35918
나라복권,울산 북구 명촌17길 23 8102동115호,958,1,,0,35.558797,129.354321
행운로또,울산 남구 대공원로 95,1074,1,,0,35.532021,129.293982
행운점,울산 울주군 남상평1길 8 복권판매점,,0,1070,1,35.558275,129.119424
보성복권방,울산 남구 중앙로 268,,0,,0,35.544582,129.310594
스마일로또,울산 남구 번영로245번길 14,,0,,0,35.546236,129.32177
대현시티프라디움 로또,울산 남구 수암로190번길 17 울산대현시티프라디움 상가107호 이마트편의점내,,0,,0,35.5253,129.3277
울산배팅샵,울산 동구 문현로 84 복권판매점,,0,,0,35.481295,129.411161
명운복권방,울산 중구 종가로 215 B101호 편의점내,,0,,0,35.563232,129.300269
1등떡볶이,울산 중구 학성공원5길 20,,0,,0,35.552592,129.34005
씨유 울산남산점,울산 남구 거마로 79 편의점,,0,1119,1,35.540833,129.299059
황금복권방,울산 북구 달천로 50 상가동 B108호,,0,1094,1,35.634507,129.329847
황제복권,울산 남구 수암로 42,,0,976 1090,2,35.531254,129.312708
지에스&&#35;40;GS&&#35;41;25 달동빌리지,울산 남구 중앙로166번길 33,,0,1089,1,35.536982,129.317252
일등복권방,울산 남구 삼산중로 20,,0,1110,1,35.535359,129.33666
영일유통,울산 남구 북부순환도로13번길 27-1,,0,1096,1,35.552388,129.262344
새희망로또,울산 중구 백양로 47,1108,1,,0,35.574466,129.311693
대박복권방,울산 남구 두왕로 188 상가동 103호,,0,,0,35.519568,129.311822
리치복권방,울산 동구 동해안로 13 1층3호,,0,,0,35.54095,129.42537
씨유수암한라점,울산 남구 수암로128번길 28 1층 CU편의점 내,,0,,0,35.525528,129.320049
똑순이복권방,울산 남구 신복로 3,,0,,0,35.547251,129.261406
왕대박 로또,울산 중구 평동1길 18,,0,,0,35.558595,129.303318
지에스&&#35;40;GS&&#35;41;25 울산울주대복점,울산 울주군 삼동로 1620,,0,,0,35.489263,129.212793
행운로또,울산 남구 중앙로 20,,0,1125,1,35.5237,129.318053
굴화 복권판매점,울산 울주군 울밀로 2820 1층,,0,,0,35.557501,129.256546
부엉이 복권방 ,울산 남구 돋질로408번길 1-1,,0,,0,35.542583,129.349436
역전,울산 동구 옥류로 54 복권판매점,,0,,0,35.543548,129.426613
모아,울산 동구 동해안로 49 모아분식내,,0,,0,35.542407,129.428489
행운로또 굴화점,울산 울주군 굴화2길 26 1층,,0,,0,35.554587,129.260514
제이마트,울산 울주군 방천7길 6,1132,1,1034,1,35.566107,129.111052
청운탐정행정사공인중개사사무소,울산 울주군 동문길 59 1층 복권판매점,,0,,0,35.565804,129.12502
행운가득명당복권,울산 울주군 점촌5길 23 201호,,0,1060,1,35.569798,129.240458
드림로또,울산 남구 북부순환도로12번길 2,,0,1025,1,35.5511,129.2657
꽃바위 인생역전,울산 동구 화문로 48-1,,0,,0,35.483196,129.411707
꿈드림방,울산 남구 삼신로6번길 9,,0,952,1,35.548097,129.323993
미다스,울산 남구 팔등로 18-1 1층,,0,,0,35.544157,129.308802
로또판매 반구시장점,울산 중구 반구정4길 52 1층,,0,,0,35.557857,129.344145
지에스&&#35;40;GS&&#35;41;25울산상개점,울산 남구 산업로 111,,0,,0,35.506559,129.319286
로또판매점,울산 중구 고복수길 1-1,,0,994,1,35.573061,129.345651
태화복권점,울산 중구 명륜로 30 1층&#40;우정동&#41;,,0,,0,35.554913,129.309456
씨엔지로또코리아,울산 울주군 신경3길 42 복권판매점,,0,,0,35.430976,129.306207
복안,울산 울주군 헌양길 130,,0,978,1,35.566062,129.119543
이마트24신정거마점,울산 남구 거마로98번길 11,,0,1048 1111,2,35.53967,129.30118
명촌현대CU로또판매점,울산 북구 명촌10길 24,,0,,0,35.551936,129.357416
복권 판매점,울산 울주군 덕망로 38,,0,1022 1077,2,35.43687,129.308894
씨유 울산달동점,울산 남구 왕생로 65 CU울산달동점,,0,1033 1082 1116,3,35.53927,129.3309
복권사랑방,울산 울주군 점촌3길 10-7 1층,,0,,0,35.574018,129.240408
강동로또,울산 북구 동해안로 1583,,0,968,1,35.602418,129.454923
동연복권,울산 북구 송정14길 8 1층102호,,0,1017 1064,2,35.600842,129.362297
지에스&&#35;40;GS&&#35;41;25울산인벤스점,울산 남구 번영로 66,,0,,0,35.53213,129.33121
경은 로또 판매점,울산 중구 태화로 15 1층,1019,1,,0,35.555352,129.278085
명촌로또,울산 북구 명촌13길 37 1층 CU편의점,,0,,0,35.556512,129.354635
봄,울산 북구 산하중앙2로 260 1층105호,,0,1078,1,35.633508,129.437544
지에스&&#35;40;GS&&#35;41;25 방어제일점,울산 동구 북진3길 23,,0,,0,35.486345,129.421734
루카스,울산 남구 굴화3길 3 1층,,0,,0,35.555891,129.262718
읍내로또,울산 울주군 헌양길 176 복권판매점,,0,,0,35.567466,129.117174
여기명당,울산 중구 평산1길 2 복권판매점,,0,,0,35.567664,129.341294
음양오행로또판매점,울산 동구 대송8길 22,,0,,0,35.50036,129.42028
지에스25 현대중공업점,울산 동구 방어진순환도로 909 지하1층1호,,0,1036 1107,2,35.522476,129.432458
88로또판매점,울산 중구 옥골샘4길 29 곰장어 판매점,,0,,0,35.557662,129.323556
달동로또명당,울산 남구 신정로54번길 24,,0,,0,35.537171,129.324323
씨유 화봉휴먼시아점,울산 북구 화동로 36-2 CU편의점,,0,,0,35.593847,129.370185
백억로또방,울산 울주군 덕망로 296 복권판매점,,0,,0,35.454597,129.290615
우리복권판매점,울산 북구 가재길 105 103호,,0,,0,35.63553,129.332954
돼지상회,울산 북구 매산로 92 1층,,0,,0,35.640141,129.359196
강남촌,울산 북구 중산동로 35,,0,,0,35.658263,129.35003
인생로또,울산 북구 천곡남로 33 삼성코아루상가내,1030,1,1075,1,35.63205,129.33356
두광마트,울산 울주군 반구대로 1946,,0,938 954,2,35.656391,129.169248
인생역전,울산 동구 내진1길 23 1층,,0,,0,35.485953,129.424871
스카이대박명당,울산 남구 장검1길 21-44,,0,,0,35.552676,129.257341
황금로또,울산 남구 돋질로302번길 11 1층,,0,,0,35.543093,129.337762
행운,울산 중구 번영로 484,,0,1016 1031 1086,3,35.564087,129.336557
씨유 방어행복점,울산 동구 꽃바위로 35,,0,1048,1,35.49189,129.41109
삼산현대로또,울산 남구 월평로 225 1층,,0,,0,35.546801,129.329411
동원로또판매점,"울산 중구 종가4길 25 제1층 제102호&#40;유곡동, 대왕1플라자&#41;",,0,,0,35.560058,129.293693
복덩이복권방,울산 남구 갈밭로10번길 11,,0,1120,1,35.535215,129.34186
네잎클로버,울산 북구 당수골6길 20 1층,999,1,,0,35.634733,129.360653
금빛복권,울산 울주군 봉화로 16 왼쪽 복권판매점,,0,,0,35.558117,129.118395
거북이복권방,울산 남구 월평로 26 1층,,0,,0,35.540967,129.308526
씨유울산대공원동문점복권판매점,울산 남구 문수로480번길 26 1층,,0,,0,35.530241,129.30512
행운로또,울산 울주군 방천1길 1 복권판매점,,0,,0,35.564837,129.116361
다복복권,울산 남구 동산로 72 1층 28호,,0,,0,35.535624,129.303629
행운복권,강원 고성군 간성로 17 102호,,0,774 854 874 874 971 985 1027,7,38.378517,128.473117
홍천비발디로또,강원 홍천군 한서로 1869 1층 세븐일레븐,,0,927,1,37.62762,127.648995
황금돼지,강원 원주시 치악고교길  42 1층,,0,866 929 936 996 1069 1144,6,37.315323,127.961629
나눔로또하이원점,강원 정선군 사북중앙로 13 1층,,0,738 961 979 1017 1069 1073,6,37.227212,128.816073
복권나라,강원 춘천시 퇴계로145번길 11-15 1층,,0,564 725,2,37.860625,127.73518
복권나라,강원 홍천군 꽃뫼로 84-1 1층,,0,331 352 354 382 524 600 656 658 658 763 804 850 853 911 933,15,37.690908,127.883117
로또토토대박,강원 원주시 무실로 78 1층,600,1,284 367 501 633 810 903 1102 1102 1102 1102 1102,11,37.345649,127.945541
복권세상도영점,강원 원주시 예술관길 3 1층,382,1,948 1045,2,37.334282,127.94393
행운복권방,강원 인제군 금강로 23 1층,477 548 608 623 730,5,436 576 577 581 588 634 653 762 803 828 924 925 991 997 1032 1084 1138,17,38.122443,128.206809
오복 복권,강원 강릉시 율곡로 2807,975,1,506 572 776 1147,4,37.755304,128.899743
유명복권대박,강원 강릉시 율곡로 2793,862,1,331 637 748 760 881,5,37.754336,128.900876
복권명가,강원 동해시 송정로 47-1 102호,1068,1,840 860,2,37.497462,129.124955
용꿈돼지꿈복권전문점,강원 동해시 중앙로 234 이주민상가1층15호,415 901 995 1096,4,390 503 508 566 588 633 657 724 796 864 867 894 899 953 955 1027 1047 1069 1111 1132 1133,21,37.521708,129.115005
복권천하 미스터잉크동해점,강원 동해시 발한로 35,368 546 891,3,432 506 687 687 720 895 922 934 1048,9,37.535884,129.103153
불티나,강원 춘천시 후석로462번길 94-1 1층,830 1051,2,403 671 746 778 812 892 959 1027 1027 1103,10,37.890952,127.751973
봉의산마트,강원 춘천시 춘천로 326 1층,292 697,2,466 531 659 687 761 1015 1051,7,37.882612,127.748669
우리마트,강원 춘천시 애막골길20번길 1 1층 우측,,0,269 424 740 1045 1136,5,37.864213,127.751231
그린스토아,강원 춘천시 중앙로 41-3,,0,328 714 999,3,37.881165,127.728501
대광슈퍼마켓,강원 원주시 단구초교길 23 1층,,0,1048,1,37.322613,127.96564
써니복권유통,강원 원주시 배울로 17 102호,,0,626 892,2,37.319683,127.974283
유성로또복권상회,강원 원주시 평원로 45 1층,,0,825 967 1001,3,37.350078,127.951437
신덕슈퍼,강원 원주시 상지대길 65 1층 신덕슈퍼,,0,364 607 675 1124,4,37.369891,127.935476
원일식품,강원 원주시 중앙로 76 1층,,0,458 521 717 758 849,5,37.348325,127.952024
홍익슈퍼,강원 강릉시 가작로 311 복권판매점,857,1,338 464 481 802 828 850 878 952,8,37.771345,128.909247
문막로또명당,강원 원주시 원문로 1841 1층,892,1,295 331 416 572 642 736 968 1049,8,37.309363,127.818379
데일리 씨브이에스&&#35;40;DAILY CVS&&#35;41;,강원 원주시 신지정로 322-1 1층 101호,,0,273 900 1116,3,37.382514,127.873011
데일리,강원 원주시 단구로 413 상가동 101호,,0,303 884 1007,3,37.31962,127.955825
데일리마켓한신점,강원 원주시 서원대로 383 한신프라자 116호,,0,641 739 1071,3,37.332051,127.948449
제일복권,강원 춘천시 중앙로 45 스탠다드차타드은행앞 가판,311 909,2,476 751,2,37.880832,127.728316
407억당첨가판점,강원 춘천시 중앙로 65 국민은행앞 가판,376 406 840,3,263 285 357 372 455 513 570 628 631 651 688 700 719 841 853 863 873 876 895 981 984 1017 1030 1034 1043 1047 1129,27,37.879232,127.726616
행운로또,강원 춘천시 금강로 81 신한은행강원영업부지점앞 가판,287 1138,2,423 719 863,3,37.876331,127.731712
명동열쇠,강원 춘천시 중앙로 57 신한은행춘천중앙지점옆 가판,389 424 501,3,444 577 582 625 824 862 879 915 945 1015 1072 1085 1098 1109,14,37.879853,127.727395
일등유통,강원 속초시 중앙로 274 1층,,0,488 937 952 1012,4,38.213942,128.596379
드림오피스문구,강원 춘천시 퇴계로 213,,0,345 361 419 624 805 924 983,7,37.856632,127.742296
바른손&&#35;40;퇴계점&&#35;41;,강원 춘천시 퇴계로 168 주공2단지상가101호,492 788,2,270 272 310 369 431 532 568 568 646 678 782 909 919 960 986 1008 1026 1032 1052 1058 1072 1094 1106 1117 1120,25,37.857913,127.736408
모닝글로리&&#35;40;온의점&&#35;41;,강원 춘천시 영서로 2319 금호3차아파트상가102호,,0,337 432 464 922 926 1104,6,37.866654,127.71635
미스터잉크,강원 원주시 무실로 52 1층,,0,658 986,2,37.346763,127.947343
D-마트 담배,"강원 속초시 조양상가길 25 롯데마트속초점, 1층 복권판매점",419 720 1071 1114,4,378 519 563 623 629 697 705 718 743 767 772 786 835 890 945 954 982 1008 1022 1041 1042 1068 1126 1134 1147 1148,26,38.190304,128.579816
복권나라,강원 춘천시 춘천로 286-1,628 799,2,411 469 561 677 679 767 852,7,37.880528,127.744927
대박복권,강원 속초시 수복로 58,,0,827 852 930,3,38.197937,128.576832
로또명당,강원 횡성군 둔내로 25 1층,,0,312 384 418 1036 1081 1122,6,37.512678,128.213507
횡성섬강로또,강원 횡성군 섬강로 4 1층,,0,927 974,2,37.492949,127.991665
꿈로또복권전문점,강원 강릉시 옥천로 47,849 1042,2,1038 1072 1141,3,37.759296,128.900572
희망복권방,강원 강릉시 임영로 165,,0,278 856,2,37.756064,128.891386
아성로또복권,강원 강릉시 해안로 1757 아성건어물,,0,361 611 1080,3,37.892023,128.82852
일송 로또,강원 강릉시 하평3길 37 광옥당&#40;일송상가 102호&#41;,,0,,0,37.771717,128.914729
거진터미널로또복권판매점,강원 고성군 거진길 21-2 거진터미널,825 1007,2,545 783 827 935 956 995 1135 1142,8,38.446308,128.453729
영월로또명당,강원 영월군 중앙로 44,381 542 760 1035,4,410 547 725 827 898 930 1000,7,37.183348,128.468467
황금돼지복권방,강원 철원군 금학로157번길 23-10,,0,803,1,38.200905,127.21986
운수대통복권방,강원 춘천시 후석로 52,,0,311 370 501 667 960,5,37.858932,127.742609
노다지유통,강원 춘천시 남춘로 57 1층,,0,476 644 668 725 753 1065 1071 1125,8,37.866108,127.732769
노다지복권,강원 횡성군 문정로 52,873 957 1069 1074,4,674 757 763 831 831 1092 1119 1120 1135,9,37.488536,127.988677
GS25 동해삼화점,강원 동해시 삼화1길 37 GS25 동해삼화점,,0,,0,37.487123,129.06814
로또부자세상,강원 원주시 천사로 286 1층,666,1,390 784 791 853 945 1090,6,37.354519,127.954577
로또복권방,강원 인제군 금강로 41,,0,892,1,38.123368,128.205145
로또복권,강원 철원군 와수로 171-1 와플집,,0,310 1078,2,38.238379,127.438298
